# Quick character corpus derived from pinned rime-cangjie and rime-essay sources.
# Canonical Cangjie code is converted to first+last Quick code; reviewed HK rows are merged by text.
# rime-cangjie commit: 52d90a1b1312e74042b38c1cbc8142defbc53171; SHA-256: 18d989bf21d0bb86b402f18be4dd060bf2653896c95448afb01d4da2e6be5464
# rime-essay commit: 0debef3f5ae37f081758dd8bbd1fe79719410f7c; SHA-256: 4f32414039eb7f8a876acd8e94bd81c78fefafde56a352f7a3b8b2b74ca09c71
# Frequency units: 0.2000 + 0.6000 * count / (count + 10000), truncated to four decimals.
# Fields: char,quick_code,cangjie_code,freq,hk_core
char,quick_code,cangjie_code,freq,hk_core
貚,bj,bhrrj,0.2113,0
膜,bk,btak,0.3411,0
胸,bk,bpuk,0.3250,0
敗,bk,bcok,0.3119,0
朕,bk,btk,0.2776,0
奚,bk,bvik,0.2493,0
腋,bk,byok,0.2385,0
瞰,bk,bumjk,0.2349,0
胭,bk,bwk,0.2313,0
貘,bk,bhtak,0.2309,0
脳,bk,bfuk,0.2301,0
睺,bk,buonk,0.2279,0
睽,bk,bunok,0.2274,0
贁,bk,bcok,0.2262,0
腠,bk,bqkk,0.2255,0
睙,bk,buhsk,0.2239,0
骹,bk,bbyck,0.2221,0
眹,bk,butk,0.2217,0
腝,bk,bmbk,0.2216,0
眏,bk,bulbk,0.2211,0
矙,bk,buank,0.2199,0
朠,bk,btlk,0.2189,0
覹,bk,buhok,0.2186,0
瞮,bk,buybk,0.2183,0
瞁,bk,bubuk,0.2181,0
瞙,bk,butak,0.2180,0
骾,bk,bbmlk,0.2171,0
胦,bk,blbk,0.2170,0
狊,bk,buik,0.2162,0
盿,bk,buyk,0.2162,0
肰,bk,bik,0.2158,0
膎,bk,bbvk,0.2157,0
賋,bk,bcyck,0.2153,0
矀,bk,buhok,0.2137,0
覐,bk,bukk,0.2134,0
贆,bk,bcikk,0.2128,0
貕,bk,bhbvk,0.2116,0
冈,bk,bk,0.2059,0
网,bk,bkk,0.2059,0
胶,bk,byck,0.2059,0
腳,bl,bcrl,0.4354,0
鼎,bl,buvml,0.2834,0
瞓,bl,buyrl,0.2338,0
胂,bl,blwl,0.2324,0
胛,bl,bwl,0.2315,0
骱,bl,bboll,0.2312,0
鄆,bl,bjnl,0.2299,0
脨,bl,bdl,0.2260,0
郛,bl,bdnl,0.2250,0
膷,bl,bvhl,0.2246,0
賗,bl,bcll,0.2229,0
盺,bl,buhml,0.2213,0
鄬,bl,bfnl,0.2203,0
郥,bl,bcnl,0.2180,0
眒,bl,bulwl,0.2178,0
肵,bl,bhml,0.2175,0
郮,bl,brnl,0.2171,0
鼏,bl,bbul,0.2169,0
胹,bl,bmbl,0.2159,0
鄍,bl,bcnl,0.2159,0
睤,bl,buwml,0.2139,0
郹,bl,bknl,0.2117,0
郻,bl,bvnl,0.2111,0
脚,bl,bgil,0.2059,0
䁪,bl,bujjl,0.2000,0
睡,bm,buhjm,0.6129,0
且,bm,bm,0.5395,0
腔,bm,bjcm,0.2810,0
賦,bm,bcmpm,0.2751,0
腥,bm,bahm,0.2516,0
胚,bm,bmfm,0.2488,0
肛,bm,bm,0.2439,0
脛,bm,bmvm,0.2397,0
囗,bm,bm,0.2395,0
骶,bm,bbhpm,0.2395,0
円,bm,blm,0.2386,0
胜,bm,bhqm,0.2381,0
冄,bm,bmm,0.2319,0
胝,bm,bhpm,0.2318,0
膤,bm,bmbm,0.2267,0
腄,bm,bhjm,0.2256,0
貹,bm,bchqm,0.2254,0
膻,bm,bywm,0.2252,0
瞾,bm,bujcm,0.2244,0
脠,bm,bnkm,0.2241,0
骵,bm,bbdm,0.2240,0
冃,bm,bmm,0.2235,0
睲,bm,buahm,0.2217,0
盷,bm,bupim,0.2196,0
膕,bm,bwim,0.2188,0
眐,bm,bumym,0.2182,0
册,bm,bbm,0.2180,0
眡,bm,buhpm,0.2179,0
冝,bm,bbm,0.2171,0
貆,bm,bhmam,0.2162,0
髊,bm,bbtqm,0.2150,0
睻,bm,bujmm,0.2143,0
瞈,bm,bucim,0.2138,0
翢,bm,brsmm,0.2130,0
豾,bm,bhmfm,0.2126,0
貾,bm,bchpm,0.2116,0
胆,bm,bam,0.2059,0
剛,bn,buln,0.6643,0
則,bn,bcln,0.6475,0
刪,bn,btln,0.4042,0
肌,bn,bhn,0.2863,0
盯,bn,bumn,0.2843,0
貯,bn,bcjmn,0.2455,0
胰,bn,bkn,0.2443,0
剮,bn,bbln,0.2385,0
虢,bn,biypn,0.2350,0
骯,bn,bbyhn,0.2342,0
冗,bn,bhn,0.2339,0
刖,bn,bln,0.2319,0
盵,bn,buon,0.2258,0
腧,bn,bomn,0.2254,0
脝,bn,byrn,0.2245,0
貐,bn,bhomn,0.2230,0
眵,bn,bunin,0.2225,0
肊,bn,bn,0.2192,0
胻,bn,bhon,0.2184,0
骩,bn,bbkn,0.2183,0
肣,bn,boin,0.2180,0
睮,bn,buomn,0.2161,0
刐,bn,byln,0.2157,0
肍,bn,bkn,0.2156,0
矃,bn,bujpn,0.2153,0
肐,bn,bon,0.2153,0
眝,bn,bujmn,0.2148,0
甖,bn,bcmvn,0.2137,0
貥,bn,bcyhn,0.2136,0
刞,bn,bmln,0.2134,0
眱,bn,bukn,0.2134,0
删,bn,bmln,0.2059,0
肮,bn,byhn,0.2053,0
胇,bn,blln,0.2053,0
臉,bo,bomo,0.4713,0
眨,bo,buhio,0.2577,0
眺,bo,bulmo,0.2555,0
貶,bo,bchio,0.2528,0
矇,bo,butbo,0.2423,0
豚,bo,bmso,0.2410,0
瞼,bo,buomo,0.2401,0
骸,bo,bbyvo,0.2399,0
朦,bo,btbo,0.2396,0
腚,bo,bjmo,0.2384,0
睫,bo,bujlo,0.2373,0
胍,bo,bhvo,0.2362,0
睞,bo,budoo,0.2354,0
腴,bo,bhxo,0.2315,0
冢,bo,bmso,0.2310,0
肷,bo,bno,0.2302,0
賅,bo,bcyvo,0.2274,0
朓,bo,blmo,0.2272,0
脥,bo,bkoo,0.2255,0
胲,bo,byvo,0.2237,0
脁,bo,blmo,0.2224,0
脻,bo,bjlo,0.2198,0
腞,bo,bvno,0.2191,0
朒,bo,bobo,0.2186,0
冡,bo,bmmo,0.2182,0
瞛,bo,buhoo,0.2178,0
臄,bo,bypo,0.2161,0
眣,bo,buhqo,0.2142,0
胅,bo,bhqo,0.2140,0
睼,bo,buamo,0.2137,0
瞨,bo,butco,0.2116,0
歄,bo,bbno,0.2106,0
懸,bp,bfp,0.2824,0
眠,bp,burvp,0.2690,0
腮,bp,bwp,0.2493,0
懇,bp,bvp,0.2400,0
朧,bp,bybp,0.2396,0
臆,bp,bytp,0.2318,0
矓,bp,buybp,0.2276,0
貔,bp,bhhwp,0.2251,0
脦,bp,bipp,0.2246,0
胒,bp,bsp,0.2222,0
眤,bp,busp,0.2220,0
肶,bp,bpp,0.2220,0
腍,bp,boip,0.2214,0
愳,bp,bup,0.2210,0
矁,bp,buhfp,0.2210,0
膍,bp,bhwp,0.2203,0
矖,bp,bummp,0.2199,0
贚,bp,bcybp,0.2182,0
冟,bp,bhap,0.2174,0
眂,bp,buhvp,0.2170,0
骴,bp,bbymp,0.2167,0
骮,bp,bbip,0.2159,0
膔,bp,bixp,0.2150,0
瞣,bp,bullp,0.2146,0
豼,bp,bhpp,0.2130,0
贃,bp,bcllp,0.2100,0
眦,bp,buymp,0.2091,0
用,bq,bq,0.8350,0
胖,bq,bfq,0.4138,0
舜,bq,bbnq,0.2594,0
眸,bq,buihq,0.2540,0
瞬,bq,bubbq,0.2537,0
膦,bq,bfdq,0.2352,0
腱,bq,bnkq,0.2345,0
賎,bq,bciq,0.2251,0
瞵,bq,bufdq,0.2223,0
眫,bq,bufq,0.2207,0
眻,bq,butq,0.2197,0
睷,bq,bunkq,0.2189,0
胮,bq,bheq,0.2166,0
羘,bq,btq,0.2151,0
貄,bq,bhlq,0.2123,0
脌,bq,boq,0.2016,0
同,br,bmr,0.6281,0
貼,br,bcyr,0.5208,0
周,br,bgr,0.5113,0
瞎,br,bujqr,0.3340,0
賠,br,bcytr,0.3253,0
膽,br,bncr,0.2932,0
胎,br,bir,0.2883,0
瞻,br,buncr,0.2457,0
貽,br,bcir,0.2432,0
貂,br,bhshr,0.2430,0
膳,br,btgr,0.2425,0
贍,br,bcncr,0.2374,0
髂,br,bbjhr,0.2369,0
貉,br,bhher,0.2351,0
賂,br,bcher,0.2338,0
骷,br,bbjr,0.2331,0
賙,br,bcbgr,0.2328,0
冏,br,bcr,0.2321,0
咼,br,bbr,0.2320,0
骼,br,bbher,0.2316,0
謄,br,bfqr,0.2313,0
骺,br,bbhmr,0.2311,0
朐,br,bpr,0.2310,0
冋,br,br,0.2300,0
胳,br,bher,0.2294,0
胴,br,bbmr,0.2281,0
豿,br,bhpr,0.2277,0
眳,br,bunir,0.2243,0
脗,br,bphr,0.2243,0
眙,br,buir,0.2234,0
瞘,br,busrr,0.2233,0
谿,br,bkcor,0.2219,0
眮,br,bubmr,0.2217,0
賳,br,bcjir,0.2214,0
睭,br,bubgr,0.2209,0
腡,br,bbbr,0.2205,0
脴,br,bmfr,0.2202,0
詧,br,boymr,0.2201,0
瞦,br,bugrr,0.2198,0
嗠,br,bdher,0.2192,0
眧,br,bushr,0.2180,0
胢,br,bmnr,0.2179,0
腒,br,bsjr,0.2179,0
噕,br,bhfr,0.2172,0
膇,br,byhr,0.2172,0
膪,br,bybr,0.2172,0
膒,br,bsrr,0.2166,0
賶,br,bcoir,0.2163,0
睵,br,bujir,0.2162,0
睰,br,butkr,0.2155,0
眗,br,bupr,0.2154,0
譻,br,bcymr,0.2150,0
胋,br,byr,0.2142,0
膅,br,bilr,0.2129,0
瞊,br,builr,0.2128,0
胊,br,bpr,0.2114,0
貙,br,bhsrr,0.2001,0
勝,bs,bfqs,0.3868,0
助,bs,bmks,0.3164,0
臟,bs,btis,0.2806,0
凸,bs,bss,0.2682,0
肋,bs,bks,0.2509,0
胯,bs,bkms,0.2419,0
膀,bs,bybs,0.2372,0
贓,bs,bcims,0.2371,0
肟,bs,bmms,0.2369,0
肪,bs,byhs,0.2356,0
胙,bs,bos,0.2299,0
眄,bs,bumls,0.2276,0
脇,bs,bkss,0.2255,0
臓,bs,btis,0.2240,0
盻,bs,bucms,0.2237,0
髈,bs,bbybs,0.2236,0
肹,bs,bcms,0.2216,0
眆,bs,buyhs,0.2185,0
骻,bs,bbkms,0.2171,0
矏,bs,buhus,0.2140,0
眑,bs,buvis,0.2138,0
臇,bs,bogs,0.2138,0
腭,bs,brrs,0.2059,0
體,bt,bbtwt,0.4360,0
冊,bt,bt,0.2984,0
髒,bt,bbtmt,0.2863,0
瞪,bt,bunot,0.2660,0
皿,bt,bt,0.2383,0
肼,bt,btt,0.2340,0
臚,bt,bypt,0.2332,0
瞌,bt,bugit,0.2276,0
脰,bt,bmrt,0.2263,0
胼,bt,btt,0.2252,0
豋,bt,bomrt,0.2240,0
贐,bt,bclmt,0.2220,0
膃,bt,bwot,0.2195,0
賉,bt,bchbt,0.2165,0
矑,bt,buypt,0.2164,0
髗,bt,bbypt,0.2158,0
膉,bt,btct,0.2157,0
賹,bt,bctct,0.2154,0
貖,bt,bhtct,0.2141,0
骿,bt,bbtt,0.2125,0
賆,bt,bctt,0.2102,0
𥅈,bt,buyt,0.2000,0
見,bu,buhu,0.7500,0
亂,bu,bbu,0.5444,0
肥,bu,bau,0.3592,0
脫,bu,bcru,0.3587,0
目,bu,bu,0.3317,0
甩,bu,bqu,0.3186,0
乳,bu,bdu,0.2950,0
脆,bu,bnmu,0.2694,0
覓,bu,bbuu,0.2600,0
貌,bu,bhhau,0.2595,0
岡,bu,btu,0.2591,0
腕,bu,bjnu,0.2580,0
胞,bu,bpru,0.2516,0
腌,bu,bklu,0.2431,0
囘,bu,bru,0.2374,0
盹,bu,bupu,0.2360,0
睨,bu,buhxu,0.2356,0
脘,bu,bjmu,0.2340,0
胱,bu,bfmu,0.2338,0
罌,bu,bcoju,0.2330,0
肫,bu,bpu,0.2327,0
朊,bu,bmmu,0.2324,0
脃,bu,bnau,0.2294,0
脕,bu,bnau,0.2282,0
乿,bu,bfu,0.2263,0
眈,bu,bulbu,0.2255,0
貺,bu,bcrhu,0.2252,0
瞐,bu,bubuu,0.2251,0
膮,bu,bggu,0.2237,0
膬,bu,bhuu,0.2235,0
脜,bu,bmbu,0.2233,0
睆,bu,bujmu,0.2226,0
眊,bu,buhqu,0.2225,0
貎,bu,bhhxu,0.2224,0
腃,bu,bfqu,0.2218,0
朏,bu,buu,0.2214,0
貦,bu,bcmmu,0.2212,0
氍,bu,bghqu,0.2206,0
睠,bu,bufqu,0.2205,0
腯,bu,bhju,0.2204,0
賵,bu,bcabu,0.2202,0
胐,bu,buu,0.2198,0
腉,bu,bhxu,0.2197,0
鼆,bu,bcrxu,0.2192,0
覞,bu,bubuu,0.2191,0
矒,bu,butwu,0.2190,0
睌,bu,bunau,0.2189,0
睸,bu,buahu,0.2175,0
覭,bu,bcbuu,0.2169,0
覶,bu,bbbuu,0.2169,0
盶,bu,bummu,0.2167,0
瞡,bu,buqou,0.2165,0
肬,bu,biku,0.2164,0
旤,bu,bbmvu,0.2158,0
睕,bu,bujnu,0.2157,0
眖,bu,burhu,0.2155,0
髐,bu,bbggu,0.2150,0
骲,bu,bbpru,0.2136,0
瞃,bu,buhju,0.2128,0
貀,bu,bhuu,0.2123,0
膡,bu,bfqu,0.2100,0
冚,bu,bu,0.2071,0
睍,bu,bubuu,0.2004,0
眼,bv,buav,0.4478,0
腿,bv,byav,0.3967,0
腰,bv,bmwv,0.3523,0
脈,bv,bhhv,0.2912,0
賬,bv,bcsmv,0.2806,0
脹,bv,bsmv,0.2602,0
妥,bv,bv,0.2585,0
胺,bv,bjv,0.2577,0
嬰,bv,bcv,0.2572,0
臘,bv,bvvv,0.2516,0
膿,bv,btwv,0.2510,0
罔,bv,btyv,0.2400,0
賑,bv,bcmmv,0.2355,0
髏,bv,bbllv,0.2308,0
脿,bv,bqmv,0.2293,0
媵,bv,bfqv,0.2268,0
褜,bv,buyhv,0.2255,0
脤,bv,bmmv,0.2242,0
脮,bv,bbv,0.2221,0
貇,bv,bhav,0.2220,0
盳,bv,buyv,0.2218,0
臈,bv,btav,0.2208,0
眽,bv,buhhv,0.2205,0
腇,bv,bhdv,0.2200,0
骽,bv,bbbv,0.2171,0
膢,bv,bllv,0.2169,0
眓,bv,buiv,0.2160,0
腲,bv,bwmv,0.2160,0
肗,bv,bv,0.2156,0
貗,bv,bhllv,0.2125,0
朖,bv,biav,0.2122,0
瞜,bv,bullv,0.2001,0
𦟌,bv,bstv,0.2000,0
貓,bw,bhtw,0.4865,0
腦,bw,bvvw,0.3423,0
瞄,bw,butw,0.2656,0
釉,bw,bdlw,0.2497,0
冨,bw,bmrw,0.2343,0
腖,bw,bdw,0.2314,0
膰,bw,bhdw,0.2230,0
腷,bw,bmrw,0.2221,0
羀,bw,bkmlw,0.2193,0
臍,bx,byx,0.2453,0
舀,bx,bhx,0.2423,0
丹,by,by,0.3468,0
腓,by,blmy,0.2352,0
胩,by,bymy,0.2293,0
脢,by,bowy,0.2269,0
貈,by,bhhby,0.2165,0
金,c,c,0.5697,0
錯,ca,cta,0.6184,0
曾,ca,cwa,0.5535,0
鉑,ca,cha,0.2490,0
鍺,ca,cjka,0.2392,0
銆,ca,cma,0.2390,0
鈤,ca,ca,0.2376,0
鍇,ca,cppa,0.2356,0
鐧,ca,cana,0.2297,0
鐠,ca,ctca,0.2296,0
曽,ca,cwa,0.2274,0
鑥,ca,cnwa,0.2256,0
鐟,ca,cqoa,0.2234,0
錩,ca,caa,0.2216,0
鐕,ca,cmua,0.2205,0
錔,ca,cea,0.2169,0
鏥,ca,cjoa,0.2163,0
鏪,ca,ctwa,0.2158,0
鏳,ca,ccwa,0.2148,0
鍲,ca,crpa,0.2123,0
鑙,ca,chua,0.2117,0
銁,ca,cpa,0.2100,0
錉,ca,chpa,0.2099,0
鋪,cb,cijb,0.3300,0
錦,cb,chab,0.3186,0
銷,cb,cfb,0.2859,0
鈉,cb,cob,0.2709,0
鎘,cb,cmrb,0.2439,0
鎬,cb,cyrb,0.2425,0
鑰,cb,comb,0.2422,0
鐗,cb,canb,0.2389,0
鍗,cb,cybb,0.2353,0
銪,cb,ckb,0.2349,0
鏞,cb,cilb,0.2346,0
鈰,cb,cylb,0.2335,0
鐹,cb,cybb,0.2328,0
鏑,cb,cycb,0.2312,0
鈅,cb,cb,0.2301,0
鈽,cb,cklb,0.2301,0
錆,cb,cqmb,0.2300,0
鏰,cb,cubb,0.2300,0
鍝,cb,cwlb,0.2274,0
鏋,cb,ctlb,0.2269,0
銱,cb,crlb,0.2255,0
鏛,cb,cfbb,0.2255,0
鏅,cb,colb,0.2254,0
鍴,cb,cumb,0.2241,0
錋,cb,cbb,0.2234,0
鑴,cb,cuob,0.2231,0
鐈,cb,chkb,0.2219,0
鉓,cb,colb,0.2215,0
鍸,cb,cjrb,0.2200,0
鋗,cb,crb,0.2191,0
錀,cb,comb,0.2189,0
鑐,cb,cmbb,0.2181,0
鎙,cb,ctub,0.2173,0
錥,cb,cyib,0.2172,0
鉔,cb,cslb,0.2167,0
鑈,cb,cmfb,0.2165,0
銿,cb,cnib,0.2160,0
鈵,cb,cmob,0.2158,0
鍽,cb,chsb,0.2153,0
錹,cb,cymb,0.2152,0
銟,cb,culb,0.2122,0
鏼,cb,chdb,0.2108,0
鐍,cb,cnhb,0.2001,0
鎮,cc,cjbc,0.5005,0
鎖,cc,cfbc,0.3700,0
鑽,cc,chuc,0.3396,0
鑫,cc,ccc,0.3094,0
貧,cc,cshc,0.2715,0
頌,cc,cimbc,0.2658,0
頒,cc,chmbc,0.2458,0
釜,cc,ckmgc,0.2425,0
鋇,cc,cbuc,0.2423,0
鐨,cc,clnc,0.2364,0
鐮,cc,citc,0.2344,0
鎌,cc,ctxc,0.2333,0
鑌,cc,cjmc,0.2317,0
鎻,cc,cvvc,0.2273,0
鍞,cc,cybc,0.2257,0
鑚,cc,cqoc,0.2212,0
鉷,cc,ctc,0.2211,0
錪,cc,ctbc,0.2210,0
鑛,cc,citc,0.2202,0
鋲,cc,comc,0.2201,0
谼,cc,crtc,0.2196,0
釟,cc,cc,0.2190,0
鐄,cc,ctlc,0.2182,0
鑕,cc,chlc,0.2169,0
鑜,cc,cfbc,0.2165,0
釡,cc,cc,0.2162,0
鐼,cc,cjtc,0.2155,0
錤,cc,ctmc,0.2150,0
鎭,cc,cpbc,0.2148,0
鑟,cc,cgwc,0.2146,0
顉,cc,cmbc,0.2140,0
鉙,cc,crc,0.2138,0
鐀,cc,clmc,0.2133,0
豄,cc,crgwc,0.2130,0
兾,cc,cwtc,0.2129,0
鏔,cc,cjmc,0.2129,0
鑎,cc,cslc,0.2113,0
鐉,cc,cruc,0.2014,0
鏆,cc,cwjc,0.2006,0
鎳,cd,chud,0.2565,0
錚,cd,cbsd,0.2499,0
銖,cd,chjd,0.2341,0
鑠,cd,cvid,0.2338,0
鍒,cd,cnhd,0.2335,0
鍦,cd,cysd,0.2310,0
錁,cd,cwd,0.2305,0
釨,cd,cnd,0.2293,0
鏁,cd,cvvd,0.2287,0
銇,cd,cqd,0.2270,0
釶,cd,cpd,0.2229,0
鏶,cd,cogd,0.2229,0
銤,cd,cfd,0.2226,0
錞,cd,cyrd,0.2219,0
鐷,cd,ctpd,0.2219,0
釪,cd,cmd,0.2200,0
鎟,cd,ceed,0.2195,0
鉥,cd,cid,0.2193,0
鍱,cd,cptd,0.2192,0
鉌,cd,chd,0.2183,0
銌,cd,ckld,0.2180,0
鈢,cd,cd,0.2179,0
鐰,cd,crrd,0.2173,0
銝,cd,cod,0.2158,0
鏫,cd,chnd,0.2153,0
鑅,cd,cffd,0.2152,0
鋍,cd,cjbd,0.2149,0
枀,cd,cid,0.2148,0
鏬,cd,cypd,0.2145,0
鏿,cd,cfbd,0.2140,0
鉇,cd,copd,0.2130,0
鎎,cd,cond,0.2129,0
鋢,cd,cbnd,0.2118,0
錄,ce,cvne,0.3566,0
鍍,ce,cite,0.2491,0
鍛,ce,chje,0.2451,0
鑊,ce,ctoe,0.2352,0
鈑,ce,che,0.2346,0
鈹,ce,cdhe,0.2341,0
鎩,ce,ckce,0.2338,0
鋟,ce,csme,0.2319,0
鍐,ce,cuce,0.2315,0
鈸,ce,cike,0.2314,0
鑀,ce,cbbe,0.2302,0
鍑,ce,coae,0.2301,0
鎪,ce,chxe,0.2301,0
鍰,ce,cbme,0.2290,0
鍜,ce,crse,0.2283,0
鏝,ce,cawe,0.2280,0
钁,ce,cbue,0.2244,0
鑗,ce,chhe,0.2204,0
鈒,ce,cnhe,0.2198,0
鎫,ce,chbe,0.2192,0
鏮,ce,cile,0.2184,0
鑁,ce,cuce,0.2182,0
鋄,ce,cmfe,0.2166,0
錣,ce,ceee,0.2150,0
鈙,ce,cye,0.2146,0
銾,ce,cme,0.2142,0
鋑,ce,cice,0.2140,0
錽,ce,cmfe,0.2139,0
鋷,ce,csje,0.2128,0
淾,ce,ce,0.2119,0
銢,ce,cine,0.2115,0
鈘,ce,cje,0.2106,0
銶,ce,cije,0.2002,0
録,ce,cnme,0.2001,0
鑤,ce,cate,0.2001,0
錂,ce,cgce,0.2000,0
鍊,cf,cdwf,0.3290,0
鏢,cf,cmwf,0.2475,0
鎢,cf,chrf,0.2465,0
鈥,cf,cf,0.2398,0
鈈,cf,cmf,0.2388,0
鉨,cf,cnf,0.2377,0
鑣,cf,cipf,0.2373,0
鍬,cf,chdf,0.2369,0
鵒,cf,crhaf,0.2358,0
鏍,cf,cwvf,0.2322,0
鐐,cf,ckcf,0.2318,0
鵜,cf,chhaf,0.2309,0
錟,cf,cff,0.2299,0
鑔,cf,cjbf,0.2295,0
鏚,cf,cihf,0.2274,0
鎍,cf,cjbf,0.2251,0
鶲,cf,cmhaf,0.2247,0
錝,cf,cjmf,0.2227,0
鉩,cf,cof,0.2225,0
錼,cf,ckmf,0.2224,0
钂,cf,cfbf,0.2205,0
釥,cf,cf,0.2193,0
鐛,cf,cayf,0.2179,0
鏣,cf,citf,0.2178,0
炃,cf,cshf,0.2172,0
鳻,cf,chhaf,0.2154,0
鑂,cf,chgf,0.2142,0
錰,cf,cdf,0.2124,0
鵭,cf,chaf,0.2117,0
鐎,cf,cogf,0.2016,0
鎷,cf,csqf,0.2008,0
鍄,cf,cyrf,0.2000,0
鐵,cg,cjig,0.4306,0
鍾,cg,chjg,0.3491,0
鐘,cg,cytg,0.3303,0
鈕,cg,cng,0.2952,0
錐,cg,cog,0.2508,0
鋰,cg,cwg,0.2483,0
鑼,cg,cwlg,0.2442,0
銓,cg,comg,0.2382,0
銼,cg,coog,0.2375,0
鏜,cg,cfbg,0.2364,0
鏗,cg,cseg,0.2361,0
鋌,cg,cnkg,0.2344,0
釷,cg,cg,0.2328,0
坌,cg,cshg,0.2288,0
鑺,cg,cbug,0.2275,0
鉒,cg,cyg,0.2265,0
鋥,cg,crmg,0.2258,0
銈,cg,cgg,0.2250,0
鑸,cg,cwwg,0.2248,0
銍,cg,cmig,0.2223,0
鍠,cg,chag,0.2221,0
尩,cg,cumg,0.2220,0
錱,cg,cmgg,0.2199,0
鈓,cg,chg,0.2193,0
銋,cg,cohg,0.2184,0
鏙,cg,cuog,0.2160,0
鑃,cg,csmg,0.2142,0
錴,cg,cgcg,0.2119,0
鍷,cg,ckgg,0.2110,0
鑵,cg,ctrg,0.2051,0
分,ch,csh,0.6490,0
弟,ch,cnlh,0.2977,0
錫,ch,caph,0.2947,0
鈔,ch,cfh,0.2502,0
銻,ch,ccnh,0.2388,0
鉍,ch,cph,0.2360,0
釤,ch,chhh,0.2307,0
鍚,ch,camh,0.2269,0
鏐,ch,csmh,0.2260,0
鈖,ch,ccsh,0.2241,0
釖,ch,csh,0.2224,0
鎀,ch,colh,0.2214,0
鐋,ch,ceah,0.2205,0
谺,ch,crmvh,0.2196,0
鐊,ch,cnlh,0.2179,0
釮,ch,cdh,0.2173,0
鐬,ch,cymh,0.2173,0
鏒,ch,ciih,0.2170,0
朆,ch,caphh,0.2167,0
銵,ch,chxh,0.2130,0
豂,ch,crsmh,0.2124,0
錢,ci,cii,0.7099,0
公,ci,ci,0.4224,0
釣,ci,cpi,0.2835,0
鈴,ci,coii,0.2732,0
鈦,ci,cki,0.2631,0
鑄,ci,cgni,0.2631,0
鈺,ci,cmgi,0.2587,0
釵,ci,cei,0.2482,0
釩,ci,chni,0.2461,0
鉉,ci,cyvi,0.2434,0
鍀,ci,cami,0.2423,0
鐲,ci,cwli,0.2362,0
鏘,ci,cvmi,0.2348,0
鋨,ci,chqi,0.2334,0
鏄,ci,cjii,0.2327,0
銩,ci,chgi,0.2311,0
鏀,ci,cywi,0.2297,0
鏹,ci,cnii,0.2296,0
鋝,ci,cbdi,0.2290,0
鐖,ci,cvii,0.2282,0
鍅,ci,cegi,0.2272,0
鐞,ci,csmi,0.2271,0
鎛,ci,cibi,0.2237,0
鋐,ci,cjki,0.2228,0
鉱,ci,cii,0.2227,0
钃,ci,csei,0.2219,0
鑱,ci,cnri,0.2212,0
鉧,ci,cwyi,0.2211,0
鈛,ci,ci,0.2205,0
鋳,ci,cqki,0.2203,0
鎡,ci,ctvi,0.2198,0
鈜,ci,cki,0.2188,0
谹,ci,crki,0.2185,0
鈎,ci,cpi,0.2180,0
釰,ci,cshi,0.2171,0
鈆,ci,cci,0.2167,0
釸,ci,cni,0.2157,0
鑮,ci,ctei,0.2157,0
鑖,ci,ctwi,0.2155,0
鉜,ci,codi,0.2150,0
蚠,ci,cshi,0.2149,0
鉵,ci,clmi,0.2144,0
鎒,ci,cmvi,0.2135,0
鑆,ci,ctgi,0.2135,0
鉣,ci,cgi,0.2132,0
螸,ci,colmi,0.2123,0
鐏,ci,ctwi,0.2008,0
鏈,cj,cyjj,0.3438,0
針,cj,cj,0.3334,0
鋒,cj,chej,0.3141,0
鋅,cj,cytj,0.2789,0
鐸,cj,cwlj,0.2449,0
釺,cj,chj,0.2348,0
鏵,cj,ctmj,0.2345,0
鉺,cj,csj,0.2333,0
鈄,cj,cyj,0.2325,0
鑷,cj,csjj,0.2317,0
鋽,cj,cyaj,0.2298,0
鐔,cj,cmwj,0.2285,0
鍓,cj,crsj,0.2264,0
鍕,cj,cbjj,0.2228,0
鐴,cj,csrj,0.2225,0
錍,cj,chwj,0.2215,0
錌,cj,cumj,0.2188,0
鏠,cj,cyhj,0.2182,0
錊,cj,cyoj,0.2179,0
銲,cj,camj,0.2144,0
銒,cj,cmjj,0.2142,0
鑝,cj,ctyj,0.2129,0
鏎,cj,cwtj,0.2123,0
鎨,cj,cogj,0.2111,0
銔,cj,cmfj,0.2110,0
釬,cj,cmj,0.2061,0
父,ck,ck,0.3224,0
鎂,ck,ctgk,0.2605,0
鍥,ck,cqhk,0.2391,0
鉸,ck,cyck,0.2376,0
鏃,ck,cysk,0.2367,0
銦,ck,cwk,0.2356,0
鏌,ck,ctak,0.2333,0
鐓,ck,cydk,0.2295,0
敓,ck,cuok,0.2290,0
鎹,ck,cytk,0.2272,0
錑,ck,chsk,0.2268,0
鐭,ck,chbk,0.2260,0
钀,ck,cybk,0.2256,0
鉃,ck,cok,0.2255,0
鍭,ck,conk,0.2252,0
鉂,ck,clk,0.2247,0
鍨,ck,cnok,0.2235,0
鍈,ck,ctlk,0.2231,0
鏾,ck,ctbk,0.2227,0
攽,ck,chok,0.2210,0
敚,ck,cuok,0.2193,0
豃,ck,crmjk,0.2190,0
鋘,ck,crmk,0.2188,0
豀,ck,crbvk,0.2183,0
銰,ck,ctk,0.2182,0
釱,ck,ck,0.2165,0
鈌,ck,cdk,0.2162,0
釼,ck,csk,0.2133,0
