text,pinyin
亂,luan4
亂七八糟,luan4 qi1 ba1 zao1
亂世,luan4 shi4
亂來,luan4 lai2
亂倫,luan4 lun2
亂碼,luan4 ma3
亂說,luan4 shuo1
亂象,luan4 xiang4
亂跑,luan4 pao3
亃,lin2
亄,yi4
亅,jue2
了,le5
了不起,liao3 bu5 qi3
了結,liao3 jie2
了解,liao3 jie3
亇,ge4
予,yu3
予以,yu3 yi3
亊,shi4
事,shi4
事事,shi4 shi4
事件,shi4 jian4
事例,shi4 li4
事先,shi4 xian1
事兒,shi4 r5
事前,shi4 qian2
事務,shi4 wu4
事務所,shi4 wu4 suo3
事半功倍,shi4 ban4 gong1 bei4
事宜,shi4 yi2
事實,shi4 shi2
事實上,shi4 shi2 shang4
事後,shi4 hou4
事情,shi4 qing5
事態,shi4 tai4
事故,shi4 gu4
事業,shi4 ye4
事業單位,shi4 ye4 dan1 wei4
事物,shi4 wu4
事蹟,shi4 ji4
事關,shi4 guan1
事項,shi4 xiang4
二,er4
二世,er4 shi4
二代,er4 dai4
二來,er4 lai2
二元,er4 yuan2
二十,er4 shi2
二十世紀,er4 shi2 shi4 ji4
二十多,er4 shi2 duo1
二哥,er4 ge1
二奶,er4 nai3
二審,er4 shen3
二戰,er4 zhan4
二手,er4 shou3
二手房,er4 shou3 fang2
二手車,er4 shou3 che1
二更,er4 geng1
二月,er4 yue4
二極管,er4 ji2 guan3
二次,er4 ci4
二次元,er4 ci4 yuan2
二氧化碳,er4 yang3 hua4 tan4
二流,er4 liu2
二等,er4 deng3
二級,er4 ji2
二維,er4 wei2
二維碼,er4 wei2 ma3
二者,er4 zhe3
二胡,er4 hu2
二號,er4 hao4
二話不說,er4 hua4 bu4 shuo1
二進制,er4 jin4 zhi4
亍,chu4
于,yu2
于丹,yu2 dan1
亐,yu2
云,yun2
云云,yun2 yun2
互,hu4
互利,hu4 li4
互助,hu4 zhu4
互動,hu4 dong4
互惠,hu4 hui4
互換,hu4 huan4
互相,hu4 xiang1
互聯,hu4 lian2
互聯網,hu4 lian2 wang3
互補,hu4 bu3
互通,hu4 tong1
亓,qi2
五,wu3
五一,wu3 yi1
五代,wu3 dai4
五十,wu3 shi2
五四,wu3 si4
五子棋,wu3 zi3 qi2
五官,wu3 guan1
五度,wu3 du4
五彩,wu3 cai3
五星,wu3 xing1
五星級,wu3 xing1 ji2
五月,wu3 yue4
五環,wu3 huan2
五筆,wu3 bi3
五糧液,wu3 liang2 ye4
五花八門,wu3 hua1 ba1 men2
五花肉,wu3 hua1 rou4
五號,wu3 hao4
五行,wu3 xing2
五道口,wu3 dao4 kou3
五金,wu3 jin1
井,jing3
井上,jing3 shang4
井下,jing3 xia4
井噴,jing3 pen1
井岡山,jing3 gang1 shan1
亖,si4
亙,gen4
些,xie1
些許,xie1 xu3
亝,qi2
亞,ya4
亞太,ya4 tai4
亞太區,ya4 tai4 qu1
亞太地區,ya4 tai4 di4 qu1
亞歷山大,ya4 li4 shan1 da4
亞洲,ya4 zhou1
亞洲盃,ya4 zhou1 bei1
亞瑟,ya4 se4
亞當,ya4 dang1
亞當斯,ya4 dang1 si1
亞裔,ya4 yi4
亞軍,ya4 jun1
亞運,ya4 yun4
亞運會,ya4 yun4 hui4
亞運村,ya4 yun4 cun1
亞馬遜,ya4 ma3 xun4
亞麻,ya4 ma2
亟,ji2
亟待,ji2 dai4
亠,tou2
亡,wang2
亡國,wang2 guo2
亡靈,wang2 ling2
亢,kang4
亢奮,kang4 fen4
交,jiao1
交互,jiao1 hu4
交付,jiao1 fu4
交代,jiao1 dai4
交出,jiao1 chu1
交割,jiao1 ge1
交匯,jiao1 hui4
交叉,jiao1 cha1
交友,jiao1 you3
交大,jiao1 da4
交強險,jiao1 qiang2 xian3
交往,jiao1 wang3
交待,jiao1 dai4
交情,jiao1 qing5
交戰,jiao1 zhan4
交手,jiao1 shou3
交接,jiao1 jie1
交換,jiao1 huan4
交換機,jiao1 huan4 ji1
交易,jiao1 yi4
交易員,jiao1 yi4 yuan2
交易市場,jiao1 yi4 shi4 chang3
交易所,jiao1 yi4 suo3
交易日,jiao1 yi4 ri4
交易者,jiao1 yi4 zhe3
交替,jiao1 ti4
交會,jiao1 hui4
交朋友,jiao1 peng2 you5
交流,jiao1 liu2
交涉,jiao1 she4
交由,jiao1 you2
交界,jiao1 jie4
交納,jiao1 na4
交給,jiao1 gei3
交織,jiao1 zhi1
交融,jiao1 rong2
交談,jiao1 tan2
交警,jiao1 jing3
交貨,jiao1 huo4
交費,jiao1 fei4
交通,jiao1 tong1
交通工具,jiao1 tong1 gong1 ju4
交通費,jiao1 tong1 fei4
交通部,jiao1 tong1 bu4
交通銀行,jiao1 tong1 yin2 hang2
交配,jiao1 pei4
交鋒,jiao1 feng1
交錢,jiao1 qian2
交錯,jiao1 cuo4
交際,jiao1 ji4
交集,jiao1 ji2
交響曲,jiao1 xiang3 qu3
交響樂,jiao1 xiang3 yue4
亥,hai4
亦,yi4
亦莊,yi4 zhuang1
亨,heng1
亨利,heng1 li4
享,xiang3
享受,xiang3 shou4
享有,xiang3 you3
享樂,xiang3 le4
享用,xiang3 yong4
享譽,xiang3 yu4
京,jing1
京劇,jing1 ju4
京城,jing1 cheng2
京東,jing1 dong1
京津,jing1 jin1
京都,jing1 du1
亭,ting2
亮,liang4
亮出,liang4 chu1
亮度,liang4 du4
亮相,liang4 xiang4
亮眼,liang4 yan3
亮麗,liang4 li4
亮點,liang4 dian3
亯,xiang3
亱,ye4
亳,bo2
亶,dan3
亷,lian2
亹,wei3
人,ren2
人世,ren2 shi4
人世間,ren2 shi4 jian1
人中,ren2 zhong1
人事,ren2 shi4
人事部,ren2 shi4 bu4
人事部門,ren2 shi4 bu4 men2
人云亦云,ren2 yun2 yi4 yun2
人人,ren2 ren2
人們,ren2 men5
人偶,ren2 ou3
人像,ren2 xiang4
人兒,ren2 r5
人力,ren2 li4
人力資源,ren2 li4 zi1 yuan2
人參,ren2 shen1
人口,ren2 kou3
人名,ren2 ming2
人命,ren2 ming4
人品,ren2 pin3
人員,ren2 yuan2
人均,ren2 jun1
人士,ren2 shi4
人壽,ren2 shou4
人大,ren2 da4
人妖,ren2 yao1
人家,ren2 jia1
人工,ren2 gong1
人工智能,ren2 gong1 zhi4 neng2
人形,ren2 xing2
人影,ren2 ying3
人心,ren2 xin1
人性,ren2 xing4
人性化,ren2 xing4 hua4
人情,ren2 qing2
人情世故,ren2 qing2 shi4 gu4
人意,ren2 yi4
人手,ren2 shou3
人才,ren2 cai2
人數,ren2 shu4
人文,ren2 wen2
人族,ren2 zu2
人格,ren2 ge2
人格魅力,ren2 ge2 mei4 li4
人權,ren2 quan2
人次,ren2 ci4
人民,ren2 min2
人民幣,ren2 min2 bi4
人民政府,ren2 min2 zheng4 fu3
人民日報,ren2 min2 ri4 bao4
人民法院,ren2 min2 fa3 yuan4
人民網,ren2 min2 wang3
人民銀行,ren2 min2 yin2 hang2
人氣,ren2 qi4
人流,ren2 liu2
人渣,ren2 zha1
人為,ren2 wei2
人物,ren2 wu4
人生,ren2 sheng1
人種,ren2 zhong3
人稱,ren2 cheng1
人緣,ren2 yuan2
人肉,ren2 rou4
人脈,ren2 mai4
人臉識別,ren2 lian3 shi2 bie2
人行,ren2 hang2
人行道,ren2 xing2 dao4
人設,ren2 she4
人質,ren2 zhi4
人身,ren2 shen1
人身攻擊,ren2 shen1 gong1 ji1
人造,ren2 zao4
人道,ren2 dao4
人道主義,ren2 dao4 zhu3 yi4
人選,ren2 xuan3
人間,ren2 jian1
人際,ren2 ji4
人際關係,ren2 ji4 guan1 xi4
人頭,ren2 tou2
人類,ren2 lei4
人馬,ren2 ma3
人體,ren2 ti3
亻,ren2
亼,ji2
亽,ji2
亾,wang2
什,shen2
什麼,shen2 me5
什麼事,shen2 me5 shi4
什麼人,shen2 me5 ren2
什麼地方,shen2 me5 di4 fang5
什麼時候,shen2 me5 shi2 hou5
什麼樣,shen2 me5 yang4
什麼的,shen2 me5 de5
什麼鬼,shen2 me5 gui3
仁,ren2
仁兄,ren2 xiong1
仁慈,ren2 ci2
仂,le4
仃,ding1
仄,ze4
仆,pu1
仇,chou2
仇人,chou2 ren2
仇恨,chou2 hen4
仈,ba1
仉,zhang3
今,jin1
今兒,jin1 r5
今夜,jin1 ye4
今天,jin1 tian1
今年,jin1 nian2
今後,jin1 hou4
今日,jin1 ri4
今日頭條,jin1 ri4 tou2 tiao2
今早,jin1 zao3
今晚,jin1 wan3
今朝,jin1 zhao1
今次,jin1 ci4
今生,jin1 sheng1
介,jie4
介入,jie4 ru4
介意,jie4 yi4
介於,jie4 yu2
介紹,jie4 shao4
介質,jie4 zhi4
仌,bing1
仍,reng2
仍然,reng2 ran2
仍舊,reng2 jiu4
仔,zi3
仔細,zi3 xi4
仔豬,zi3 zhu1
仕,shi4
仕途,shi4 tu2
他,ta1
他人,ta1 ren2
他們,ta1 men5
他國,ta1 guo2
他媽的,ta1 ma1 de5
他用,ta1 yong4
他鄉,ta1 xiang1
仗,zhang4
付,fu4
付出,fu4 chu1
付款,fu4 kuan3
付款方式,fu4 kuan3 fang1 shi4
付清,fu4 qing1
付給,fu4 gei3
付費,fu4 fei4
付錢,fu4 qian2
仙,xian1
仙人,xian1 ren2
仙人掌,xian1 ren2 zhang3
仙境,xian1 jing4
仙女,xian1 nü3
仙子,xian1 zi3
仚,xian1
仝,tong2
仞,ren4
仟,qian1
仡,ge1
代,dai4
代價,dai4 jia4
代償,dai4 chang2
代入,dai4 ru4
代名詞,dai4 ming2 ci2
代工,dai4 gong1
代收,dai4 shou1
代數,dai4 shu4
代替,dai4 ti4
代溝,dai4 gou1
代為,dai4 wei2
代理,dai4 li3
代理人,dai4 li3 ren2
代理商,dai4 li3 shang1
代碼,dai4 ma3
代考,dai4 kao3
代號,dai4 hao4
代表,dai4 biao3
代表人物,dai4 biao3 ren2 wu4
代表作,dai4 biao3 zuo4
代表團,dai4 biao3 tuan2
代表性,dai4 biao3 xing4
代表處,dai4 biao3 chu4
代言,dai4 yan2
代言人,dai4 yan2 ren2
代謝,dai4 xie4
代購,dai4 gou4
代辦,dai4 ban4
代銷,dai4 xiao1
令,ling4
令人,ling4 ren2
令人滿意,ling4 ren2 man3 yi4
令人髮指,ling4 ren2 fa4 zhi3
以,yi3
以上,yi3 shang4
以下,yi3 xia4
以人為本,yi3 ren2 wei2 ben3
以來,yi3 lai2
以便,yi3 bian4
以免,yi3 mian3
以內,yi3 nei4
以前,yi3 qian2
以北,yi3 bei3
以南,yi3 nan2
以及,yi3 ji2
以外,yi3 wai4
以太,yi3 tai4
以太網,yi3 tai4 wang3
以往,yi3 wang3
以後,yi3 hou4
以期,yi3 qi1
以此,yi3 ci3
以此類推,yi3 ci3 lei4 tui1
以求,yi3 qiu2
以為,yi3 wei2
以至,yi3 zhi4
以至於,yi3 zhi4 yu2
以致,yi3 zhi4
以色列,yi3 se4 lie4
以西,yi3 xi1
以防,yi3 fang2
仨,sa1
仫,mu4
仰,yang3
仰慕,yang3 mu4
仰望,yang3 wang4
仰臥起坐,yang3 wo4 qi3 zuo4
仲,zhong4
仲裁,zhong4 cai2
仳,pi3
仵,wu3
件,jian4
价,jie4
任,ren4
任一,ren4 yi1
任何,ren4 he2
任免,ren4 mian3
任務,ren4 wu5
任務欄,ren4 wu5 lan2
任命,ren4 ming4
任天堂,ren4 tian1 tang2
任性,ren4 xing4
任意,ren4 yi4
任意球,ren4 yi4 qiu2
任憑,ren4 ping2
任教,ren4 jiao4
任期,ren4 qi1
任由,ren4 you2
任職,ren4 zhi2
份,fen4
份子,fen4 zi5
份量,fen4 liang5
份額,fen4 e2
仿,fang3
仿真,fang3 zhen1
仿製,fang3 zhi4
伀,zhong1
企,qi3
企劃,qi3 hua4
企圖,qi3 tu2
企業,qi3 ye4
企業家,qi3 ye4 jia1
企業管理,qi3 ye4 guan3 li3
企業集團,qi3 ye4 ji2 tuan2
企穩,qi3 wen3
企鵝,qi3 e2
伄,diao4
伇,yi4
伈,xin3
伉,kang4
伊,yi1
伊人,yi1 ren2
伊始,yi1 shi3
伊拉克,yi1 la1 ke4
伊斯蘭,yi1 si1 lan2
伊斯蘭教,yi1 si1 lan2 jiao4
伊朗,yi1 lang3
伊麗莎白,yi1 li4 sha1 bai2
伋,ji2
伍,wu3
伎,ji4
伎倆,ji4 liang3
伏,fu2
伏擊,fu2 ji1
伏特加,fu2 te4 jia1
伏筆,fu2 bi3
伐,fa2
休,xiu1
休假,xiu1 jia4
休克,xiu1 ke4
休學,xiu1 xue2
休息,xiu1 xi5
休整,xiu1 zheng3
休眠,xiu1 mian2
休閒,xiu1 xian2
休養,xiu1 yang3
伕,fu1
伙,huo3
伙食,huo3 shi2
伜,cui4
伢,ya2
伩,xin4
伭,xian2
伯,bo2
伯伯,bo2 bo5
伯克利,bo2 ke4 li4
伯樂,bo2 le4
伯爵,bo2 jue2
估,gu1
估值,gu1 zhi2
估價,gu1 jia4
估算,gu1 suan4
估計,gu1 ji4
伱,ni3
伲,ni4
伴,ban4
伴侶,ban4 lü3
伴奏,ban4 zou4
伴娘,ban4 niang2
伴有,ban4 you3
伴隨,ban4 sui2
伶,ling2
伸,shen1
伸出,shen1 chu1
伸展,shen1 zhan3
伸手,shen1 shou3
伸直,shen1 zhi2
伸縮,shen1 suo1
伹,qu1
伺,si4
伺候,ci4 hou5
伻,beng1
似,si4
似乎,si4 hu1
似地,shi4 de5
似曾相識,si4 ceng2 xiang1 shi2
似的,shi4 de5
伽,jia1
伽利略,jia1 li4 lüe4
伾,pi1
佀,si4
佃,dian4
但,dan4
但凡,dan4 fan2
但是,dan4 shi4
但願,dan4 yuan4
佇,zhu4
佈,bu4
佈局,bu4 ju2
佈景,bu4 jing3
佈置,bu4 zhi4
佉,qu1
佌,ci3
位,wei4
位列,wei4 lie4
位子,wei4 zi5
位居,wei4 ju1
位於,wei4 yu2
位移,wei4 yi2
位置,wei4 zhi5
位面,wei4 mian4
低,di1
低下,di1 xia4
低估,di1 gu1
低俗,di1 su2
低保,di1 bao3
低價,di1 jia4
低分,di1 fen1
低壓,di1 ya1
低廉,di1 lian2
低成本,di1 cheng2 ben3
低收入,di1 shou1 ru4
低效,di1 xiao4
低於,di1 yu2
低檔,di1 dang4
低沉,di1 chen2
低溫,di1 wen1
低端,di1 duan1
低級,di1 ji2
低聲,di1 sheng1
低胸,di1 xiong1
低落,di1 luo4
低調,di1 diao4
低谷,di1 gu3
低迷,di1 mi2
低速,di1 su4
低開,di1 kai1
低音,di1 yin1
低頭,di1 tou2
住,zhu4
住址,zhu4 zhi3
住宅,zhu4 zhai2
住宿,zhu4 su4
住戶,zhu4 hu4
住房,zhu4 fang2
住所,zhu4 suo3
住處,zhu4 chu4
住院,zhu4 yuan4
佐,zuo3
佐證,zuo3 zheng4
佑,you4
佔,zhan4
佔據,zhan4 ju4
佔有,zhan4 you3
佔比,zhan4 bi3
佔用,zhan4 yong4
佔領,zhan4 ling3
何,he2
何不,he2 bu4
何人,he2 ren2
何以,he2 yi3
何其,he2 qi2
何去何從,he2 qu4 he2 cong2
何嘗,he2 chang2
何在,he2 zai4
何必,he2 bi4
何方,he2 fang1
何時,he2 shi2
何止,he2 zhi3
何況,he2 kuang4
何為,he2 wei2
何等,he2 deng3
何苦,he2 ku3
何處,he2 chu4
何謂,he2 wei4
佗,tuo2
佘,she2
余,yu2
佚,yi4
佛,fu2
佛像,fo2 xiang4
佛山,fo2 shan1
佛山市,fo2 shan1 shi4
佛教,fo2 jiao4
佛法,fo2 fa3
佛祖,fo2 zu3
佛系,fo2 xi4
佛經,fo2 jing1
佛羅倫薩,fo2 luo2 lun2 sa4
佛陀,fo2 tuo2
作,zuo4
作假,zuo4 jia3
作出,zuo4 chu1
作品,zuo4 pin3
作坊,zuo1 fang5
作孽,zuo4 nie4
作客,zuo4 ke4
作家,zuo4 jia1
作廢,zuo4 fei4
作弊,zuo4 bi4
作怪,zuo4 guai4
作息,zuo4 xi1
作惡,zuo4 e4
作戰,zuo4 zhan4
作文,zuo4 wen2
作曲,zuo4 qu3
作曲家,zuo4 qu3 jia1
作案,zuo4 an4
作業,zuo4 ye4
作死,zuo4 si3
作法,zuo4 fa3
作為,zuo4 wei2
作物,zuo4 wu4
作用,zuo4 yong4
作用力,zuo4 yong4 li4
作畫,zuo4 hua4
作秀,zuo4 xiu4
作答,zuo4 da2
作者,zuo4 zhe3
作證,zuo4 zheng4
作風,zuo4 feng1
佝,gou1
佞,ning4
佟,tong2
你,ni3
你們,ni3 men5
你好,ni3 hao3
你媽,ni3 ma1
你我,ni3 wo3
佡,xian1
佢,qu2
佣,yong4
佣金,yong4 jin1
佤,wa3
佧,ka3
佩,pei4
佩戴,pei4 dai4
佩服,pei4 fu2
佪,huai2
佫,he4
佬,lao3
佯,yang2
佰,bai3
佱,fa3
佳,jia1
佳人,jia1 ren2
佳作,jia1 zuo4
佳節,jia1 jie2
佳績,jia1 ji4
佳能,jia1 neng2
佳餚,jia1 yao2
佳麗,jia1 li4
佴,er4
併,bing4
併入,bing4 ru4
併發症,bing4 fa1 zheng4
併購,bing4 gou4
佶,ji2
佷,hen3
佸,huo2
佹,gui3
佺,quan2
佻,tiao1
佼,jiao3
佼佼者,jiao3 jiao3 zhe3
佽,ci4
佾,yi4
使,shi3
使出,shi3 chu1
使勁,shi3 jin4
使命,shi3 ming4
使徒,shi3 tu2
使得,shi3 de5
使然,shi3 ran2
使用,shi3 yong4
使用權,shi3 yong4 quan2
使用者,shi3 yong4 zhe3
使者,shi3 zhe3
使館,shi3 guan3
侀,xing2
侁,shen1
侂,tuo1
侃,kan3
侄,zhi2
侅,gai1
來,lai2
來不及,lai2 bu5 ji2
來世,lai2 shi4
來之不易,lai2 zhi1 bu4 yi4
來信,lai2 xin4
來函,lai2 han2
來到,lai2 dao4
來回,lai2 hui2
來年,lai2 nian2
來往,lai2 wang3
來得,lai2 de5
來得及,lai2 de5 ji2
來歷,lai2 li4
來源,lai2 yuan2
來源於,lai2 yuan2 yu2
來生,lai2 sheng1
來臨,lai2 lin2
來自,lai2 zi4
來華,lai2 hua2
來襲,lai2 xi2
來訪,lai2 fang3
來訪者,lai2 fang3 zhe3
來講,lai2 jiang3
來賓,lai2 bin1
來電,lai2 dian4
來龍去脈,lai2 long2 qu4 mai4
侇,yi2
侈,chi3
侉,kua3
例,li4
例句,li4 ju4
例外,li4 wai4
例如,li4 ru2
例子,li4 zi5
例會,li4 hui4
例行,li4 xing2
例題,li4 ti2
侌,yin1
侍,shi4
侍衛,shi4 wei4
侏,zhu1
侏儒,zhu1 ru2
侐,xu4
侑,you4
侔,mou2
侖,lun2
侗,tong2
侘,cha4
侚,xun4
供,gong1
供不應求,gong1 bu4 ying4 qiu2
供奉,gong4 feng4
供應,gong1 ying4
供應商,gong1 ying4 shang1
供應鏈,gong1 ying4 lian4
供暖,gong1 nuan3
供水,gong1 shui3
供求,gong1 qiu2
供熱,gong1 re4
供給,gong1 ji3
供貨,gong1 huo4
供貨商,gong1 huo4 shang1
供銷,gong1 xiao1
供電,gong1 dian4
供需,gong1 xu1
供養,gong1 yang3
侜,zhou1
依,yi1
依依,yi1 yi1
依偎,yi1 wei1
依戀,yi1 lian4
依據,yi1 ju4
依次,yi1 ci4
依法,yi1 fa3
依然,yi1 ran2
依照,yi1 zhao4
依稀,yi1 xi1
依舊,yi1 jiu4
依託,yi1 tuo1
依賴,yi1 lai4
依附,yi1 fu4
依靠,yi1 kao4
侢,dai4
侮,wu3
侮辱,wu3 ru3
侯,hou2
侴,chou3
侵,qin1
侵佔,qin1 zhan4
侵入,qin1 ru4
侵刪,qin1 shan1
侵害,qin1 hai4
侵權,qin1 quan2
侵犯,qin1 fan4
侵略,qin1 lüe4
侵蝕,qin1 shi2
侵襲,qin1 xi2
侶,lü3
侷,ju2
侷限,ju2 xian4
侹,ting3
侽,nan2
便,bian4
便便,bian4 bian5
便利,bian4 li4
便利店,bian4 li4 dian4
便宜,bian4 yi2
便捷,bian4 jie2
便攜,bian4 xie2
便攜式,bian4 xie2 shi4
便於,bian4 yu2
便是,bian4 shi4
便民,bian4 min2
便當,bian4 dang1
便秘,bian4 mi4
俁,yu3
係,xi4
係數,xi4 shu4
促,cu4
促使,cu4 shi3
促成,cu4 cheng2
促進,cu4 jin4
促銷,cu4 xiao1
俄,e2
俄國,e2 guo2
俄羅斯,e2 luo2 si1
俄羅斯人,e2 luo2 si1 ren2
俄語,e2 yu3
俅,qiu2
俉,wu2
俊,jun4
俊傑,jun4 jie2
俍,liang2
俎,zu3
俏,qiao4
俏皮,qiao4 pi5
俐,li4
俑,yong3
俓,jing4
俔,qian4
俗,su2
俗套,su2 tao4
俗氣,su2 qi4
俗稱,su2 cheng1
俗話說,su2 hua4 shuo1
俘,fu2
俘獲,fu2 huo4
俘虜,fu2 lu3
俚,li3
俛,mian3
俜,ping1
保,bao3
保住,bao3 zhu4
保佑,bao3 you4
保修,bao3 xiu1
保修期,bao3 xiu1 qi1
保值,bao3 zhi2
保健,bao3 jian4
保全,bao3 quan2
保命,bao3 ming4
保單,bao3 dan1
保姆,bao3 mu3
保存,bao3 cun2
保守,bao3 shou3
保安,bao3 an1
保定,bao3 ding4
保密,bao3 mi4
保底,bao3 di3
保持,bao3 chi2
保時捷,bao3 shi2 jie2
保暖,bao3 nuan3
保有,bao3 you3
保本,bao3 ben3
保溫,bao3 wen1
保潔,bao3 jie2
保濕,bao3 shi1
保留,bao3 liu2
保監會,bao3 jian1 hui4
保研,bao3 yan2
保稅,bao3 shui4
保稅區,bao3 shui4 qu1
保管,bao3 guan3
保級,bao3 ji2
保羅,bao3 luo2
保衛,bao3 wei4
保證,bao3 zheng4
保證金,bao3 zheng4 jin1
保護,bao3 hu4
保護區,bao3 hu4 qu1
保費,bao3 fei4
保質期,bao3 zhi4 qi1
保送,bao3 song4
保重,bao3 zhong4
保鏢,bao3 biao1
保障,bao3 zhang4
保險,bao3 xian3
保險費,bao3 xian3 fei4
保養,bao3 yang3
保養品,bao3 yang3 pin3
保鮮,bao3 xian1
俞,yu2
俟,si4
俠,xia2
俠客,xia2 ke4
信,xin4
信仰,xin4 yang3
信件,xin4 jian4
信任,xin4 ren4
信函,xin4 han2
信奉,xin4 feng4
信封,xin4 feng1
信徒,xin4 tu2
信心,xin4 xin1
信念,xin4 nian4
信息,xin4 xi1
信息化,xin4 xi1 hua4
信息技術,xin4 xi1 ji4 shu4
信息管理,xin4 xi1 guan3 li3
信息系統,xin4 xi1 xi4 tong3
信服,xin4 fu2
信條,xin4 tiao2
信用,xin4 yong4
信用卡,xin4 yong4 ka3
信用社,xin4 yong4 she4
信用證,xin4 yong4 zheng4
信用風險,xin4 yong4 feng1 xian3
信箱,xin4 xiang1
信號,xin4 hao4
信託,xin4 tuo1
信訪,xin4 fang3
信誓旦旦,xin4 shi4 dan4 dan4
信譽,xin4 yu4
信貸,xin4 dai4
信賴,xin4 lai4
信道,xin4 dao4
信陽,xin4 yang2
俤,di4
修,xiu1
修剪,xiu1 jian3
修圖,xiu1 tu2
修士,xiu1 shi4
修好,xiu1 hao3
修建,xiu1 jian4
修復,xiu1 fu4
修改,xiu1 gai3
修整,xiu1 zheng3
修正,xiu1 zheng4
修煉,xiu1 lian4
修理,xiu1 li3
修真,xiu1 zhen1
修繕,xiu1 shan4
修羅,xiu1 luo2
修行,xiu1 xing2
修補,xiu1 bu3
修訂,xiu1 ding4
修路,xiu1 lu4
修身,xiu1 shen1
修車,xiu1 che1
修辭,xiu1 ci2
修長,xiu1 chang2
修飾,xiu1 shi4
修養,xiu1 yang3
俯,fu3
俯瞰,fu3 kan4
俯臥撐,fu3 wo4 cheng1
俯視,fu3 shi4
俱,ju4
俱樂部,ju4 le4 bu4
俲,xiao4
俳,pai2
俴,jian4
俵,biao4
俶,chu4
俷,fei4
俸,feng4
俺,an3
俻,bei4
俾,bi3
俾斯麥,bi3 si1 mai4
倀,chang1
倂,bing4
倃,jiu4
倅,cui4
倆,lia3
倉,cang1
倉位,cang1 wei4
倉促,cang1 cu4
倉儲,cang1 chu3
倉庫,cang1 ku4
個,ge4
個人,ge4 ren2
個人電腦,ge4 ren2 dian4 nao3
個例,ge4 li4
個個,ge4 ge4
個別,ge4 bie2
個子,ge4 zi5
個性,ge4 xing4
個性化,ge4 xing4 hua4
個數,ge4 shu4
個案,ge4 an4
個稅,ge4 shui4
個股,ge4 gu3
個頭,ge4 tou2
個體,ge4 ti3
個體戶,ge4 ti3 hu4
倌,guan1
倍,bei4
倍增,bei4 zeng1
倍感,bei4 gan3
倍數,bei4 shu4
倍速,bei4 su4
倏,shu1
倐,shu1
們,men5
倒,dao3
倒下,dao3 xia4
倒地,dao3 di4
倒塌,dao3 ta1
倒影,dao4 ying3
倒數,dao4 shu3
倒是,dao4 shi5
倒計時,dao4 ji4 shi2
倒賣,dao3 mai4
倒車,dao3 che1
倒退,dao4 tui4
倒逼,dao4 bi1
倒閉,dao3 bi4
倒霉,dao3 mei2
倓,tan2
倔,jue2
倔強,jue2 jiang4
倖,xing4
倖免,xing4 mian3
倖存,xing4 cun2
倖存者,xing4 cun2 zhe3
倘,tang3
倘若,tang3 ruo4
候,hou4
候選,hou4 xuan3
候選人,hou4 xuan3 ren2
倚,yi3
倜,ti4
倝,gan4
倞,jing4
借,jie4
借款,jie4 kuan3
借款人,jie4 kuan3 ren2
借殼,jie4 ke2
借用,jie4 yong4
借給,jie4 gei3
借貸,jie4 dai4
借錢,jie4 qian2
倡,chang4
倡導,chang4 dao3
倡議,chang4 yi4
倢,jie2
倣,fang3
値,zhi2
倥,kong3
倦,juan4
倨,ju4
倩,qian4
倪,ni2
倫,lun2
倫敦,lun2 dun1
倫理,lun2 li3
倬,zhuo1
倭,wo1
倮,luo3
倵,wu3
倶,ju4
倷,nai3
倸,cai3
倻,ye1
值,zhi2
值得,zhi2 de5
值得一提,zhi2 de5 yi1 ti2
值班,zhi2 ban1
值錢,zhi2 qian2
倽,sha2
偁,cheng1
偃,yan3
假,jia3
假冒,jia3 mao4
假名,jia3 ming2
假如,jia3 ru2
假定,jia3 ding4
假幣,jia3 bi4
假想,jia3 xiang3
假日,jia4 ri4
假期,jia4 qi1
假死,jia3 si3
假裝,jia3 zhuang1
假設,jia3 she4
假話,jia3 hua4
假說,jia3 shuo1
假象,jia3 xiang4
假貨,jia3 huo4
偈,ji4
偉,wei3
偉人,wei3 ren2
偉哥,wei3 ge1
偉大,wei3 da4
偉業,wei3 ye4
偌,ruo4
偎,wei1
偏,pian1
偏低,pian1 di1
偏偏,pian1 pian1
偏僻,pian1 pi4
偏向,pian1 xiang4
偏執,pian1 zhi2
偏好,pian1 hao4
偏差,pian1 cha1
偏愛,pian1 ai4
偏方,pian1 fang1
偏激,pian1 ji1
偏移,pian1 yi2
偏見,pian1 jian4
偏遠,pian1 yuan3
偏重,pian1 zhong4
偏離,pian1 li2
偏頗,pian1 po1
偏頭痛,pian1 tou2 tong4
偏題,pian1 ti2
偏高,pian1 gao1
偓,wo4
偕,xie2
偘,kan3
做,zuo4
做不到,zuo4 bu4 dao4
做主,zuo4 zhu3
做事,zuo4 shi4
做人,zuo4 ren2
做作,zuo4 zuo5
做出,zuo4 chu1
做到,zuo4 dao4
做功,zuo4 gong1
做夢,zuo4 meng4
做大,zuo4 da4
做完,zuo4 wan2
做客,zuo4 ke4
做工,zuo4 gong1
做愛,zuo4 ai4
做文章,zuo4 wen2 zhang1
做法,zuo4 fa3
做為,zuo4 wei2
做生意,zuo4 sheng1 yi4
做空,zuo4 kong1
做自己,zuo4 zi4 ji3
做菜,zuo4 cai4
做錯,zuo4 cuo4
做飯,zuo4 fan4
停,ting2
停下,ting2 xia4
停下來,ting2 xia4 lai2
