# Mandarin Pinyin dictionary derived from CC-CEDICT (CC BY-SA 4.0)
# Toneless continuous keys; u: and ü are normalized to v.
# Noncanonical readings and non-Han headwords are excluded before shipping.
# Source URL: https://cc-cedict.org/editor/editor_export_cedict.php?c=gz
# Source date: 2026-07-12T16:23:25Z
# Source SHA-256: 90e2881776366f606171a977a1f54786196f428ba604c728a279d4aaff7223a8
# CC-CEDICT format: version=1; subversion=0
# Fallback frequency: single character=0.3000; two-character word=0.2500; multi-character phrase=0.2000.
# Canonical persisted override: mao->貓=1.0000.
# Runtime budgets: rows<=130000; bytes<=4194304; fanout<=256; key_length<=72.
pinyin,chinese,freq
andaoer,安道爾,0.2000
andaoercheng,安道爾城,0.2000
andaoergongheguo,安道爾共和國,0.2000
andashi,安達仕,0.2000
andashi,安達市,0.2000
ande,安得,0.2500
andehai,安德海,0.2000
andelabang,安得拉邦,0.2000
andelei,安德肋,0.2000
andelie,安德烈,0.2000
andelu,安德魯,0.2481
andi,安抵,0.2500
andi,暗地,0.2500
andi,案底,0.2500
andian,鞍點,0.2500
andikajibabuda,安地卡及巴布達,0.2000
andili,暗地裡,0.2000
anding,安定,0.3019
anding,暗疔,0.2500
andinghua,安定化,0.2000
andingmen,安定門,0.2000
andingqi,安定器,0.2000
andingqu,安定區,0.2000
andingshijian,安定時間,0.2000
andisi,安地斯,0.2000
andisishanmai,安第斯山脈,0.2000
andongni,安東尼,0.2747
andongniyukeliaopeitela,安東尼與克莉奧佩特拉,0.2000
andu,案牘,0.2500
anduan,暗煅,0.2500
anduchencang,暗渡陳倉,0.2000
andun,安頓,0.2500
anduo,安多,0.2500
anduofen,安多芬,0.2000
anduoxian,安多縣,0.2000
ane,媕婀,0.2500
anfa,案發,0.2551
anfang,暗房,0.2500
anfang,安放,0.2488
anfang,暗訪,0.2486
anfaxianchang,案發現場,0.2000
anfeitaming,安非他命,0.2000
anfeitaming,安非他明,0.2000
anfen,安分,0.2480
anfenshouji,安分守己,0.2000
anfu,安撫,0.3295
anfu,安福,0.2500
anfunaizui,安撫奶嘴,0.2000
anfuxian,安福縣,0.2000
anfuxueji,暗腹雪雞,0.2000
anfuxupin,安富恤貧,0.2000
anfuxuqiong,安富恤窮,0.2000
anfuzunrong,安富尊榮,0.2000
ang,昂,0.3081
ang,盎,0.2359
ang,骯,0.2342
ang,枊,0.2246
ang,昻,0.2237
ang,卬,0.2018
angang,昂昂,0.2500
angangxi,昂昂溪,0.2000
angangxiqu,昂昂溪區,0.2000
angcang,昂藏,0.2500
angchuanzhou,昂船洲,0.2000
angeer,安格爾,0.2000
angela,安哥拉,0.2000
angesi,安格斯,0.2000
angesiniu,安格斯牛,0.2000
angfen,昂奮,0.2500
anggelu,盎格魯,0.2000
anggelusakexun,盎格魯撒克遜,0.2000
anggelusakexun,盎格魯薩克遜,0.2000
anggui,昂貴,0.3633
angli,昂利,0.2500
angnake,昂納克,0.2000
angongniao,暗公鳥,0.2000
angou,暗溝,0.2500
angran,昂然,0.2500
angran,盎然,0.2500
angren,昂仁,0.2500
angrenxian,昂仁縣,0.2000
angsa,昂撒,0.2500
angsa,盎撒,0.2500
angshan,昂山,0.2500
angshansuji,昂山素姬,0.2000
angshansuji,昂山素季,0.2000
angshou,昂首,0.2500
angshoukuobu,昂首闊步,0.2000
angshoutianwai,昂首天外,0.2000
angshoutingxiong,昂首挺胸,0.2000
angsi,盎司,0.2500
angsi,盎斯,0.2500
anguangniao,暗光鳥,0.2000
anguila,安圭拉,0.2000
anguo,安國,0.2500
anguoshi,安國市,0.2000
angyang,昂揚,0.2500
angyuxiangji,盎盂相擊,0.2000
angyuxiangqiao,盎盂相敲,0.2000
angzang,骯髒,0.2673
anhai,暗害,0.2500
anhan,暗含,0.2500
anhao,安好,0.2500
anhao,暗號,0.2500
anhaoxin,安好心,0.2000
anhe,暗合,0.2500
anhe,暗河,0.2500
anhe,暗盒,0.2500
anhei,暗黑,0.3371
anheipohuaishen,暗黑破壞神,0.2000
anhua,安化,0.2500
anhuar,暗花兒,0.2000
anhuaxian,安化縣,0.2000
anhui,安徽,0.3601
anhuidaxue,安徽大學,0.2000
anhuijuanju,暗灰鵑鵙,0.2000
anhuisheng,安徽省,0.2919
anhunmisa,安魂彌撒,0.2000
anilin,阿尼林,0.2000
anji,安吉,0.2513
anji,按季,0.2500
anji,暗疾,0.2500
anji,暗記,0.2500
anji,氨基,0.2480
anjia,安家,0.2533
anjialiye,安家立業,0.2000
anjialuohu,安家落戶,0.2000
anjian,案件,0.5239
anjian,按鍵,0.3931
anjian,安檢,0.2531
anjian,暗箭,0.2500
anjian,鞍韉,0.2500
anjianr,暗間兒,0.2000
anjianyin,按鍵音,0.2000
anjiao,暗礁,0.2500
anjiaxiubing,案甲休兵,0.2000
anjibensuan,氨基苯酸,0.2000
anjibilin,氨基比林,0.2000
anjie,按揭,0.2716
anjielunkeji,安捷倫科技,0.2000
anjier,安吉爾,0.2000
anjijiasuanzhileihuahewu,氨基甲酸酯類化合物,0.2000
anjing,安靜,0.3967
anjing,暗井,0.2500
anjing,暗經,0.2500
anjiputang,氨基葡糖,0.2000
anjiputaotang,氨基葡萄糖,0.2000
anjir,暗記兒,0.2000
anjisuan,氨基酸,0.3510
anjisuan,胺基酸,0.2000
anjixian,安吉縣,0.2000
anjixing,安吉星,0.2000
anju,安居,0.2493
anjuan,案卷,0.2500
anjugongcheng,安居工程,0.2000
anjuleye,安居樂業,0.2000
anjuqu,安居區,0.2000
ankala,安卡拉,0.2000
ankang,安康,0.2585
ankang,鮟鱇,0.2500
ankangshi,安康市,0.2000
anke,安可,0.2500
ankelazhi,安克拉治,0.2000
ankeleiqi,安克雷奇,0.2000
ankou,按扣,0.2500
ankou,暗扣,0.2500
ankui,暗虧,0.2500
anla,安拉,0.2500
anlaofenpei,按勞分配,0.2000
anlaoyuan,安老院,0.2000
anle,安樂,0.2494
anlequ,安樂區,0.2000
anlesi,安樂死,0.2000
anlewo,安樂窩,0.2000
anleyi,安樂椅,0.2000
anli,案例,0.6378
anli,安利,0.4051
anli,按理,0.2500
anli,按立,0.2500
anli,暗裡,0.2500
anlian,暗戀,0.2900
anlian,安聯,0.2500
anlian,諳練,0.2500
anlifa,案例法,0.2000
anlihui,安理會,0.2535
anlishuo,按理說,0.2914
anliu,暗流,0.2500
anlong,安龍,0.2500
anlongxian,安龍縣,0.2000
anlu,安陸,0.2500
anlu,暗鷺,0.2500
anlun,氨綸,0.2500
anlushan,安祿山,0.2000
anlushi,安陸市,0.2000
anlvbeiluci,暗綠背鸕鶿,0.2000
anlvliuying,暗綠柳鶯,0.2000
anlvxiuyanniao,暗綠繡眼鳥,0.2000
anma,暗罵,0.2500
anma,鞍馬,0.2500
anmai,按脈,0.2500
anmalaodun,鞍馬勞頓,0.2000
anman,安曼,0.2500
anmanibamihong,唵嘛呢叭咪吽,0.2000
anmei,暗昧,0.2500
anmi,安謐,0.2500
anmian,安眠,0.2500
anmianjiaoying,暗冕鷦鶯,0.2000
anmiantong,安眠酮,0.2000
anmianyao,安眠藥,0.2496
anmingaoshi,安民告示,0.2000
anmo,按摩,0.3941
anmobang,按摩棒,0.2000
anmole,庵摩勒,0.2000
anmoluojiaguo,庵摩落迦果,0.2000
anmoshi,按摩師,0.2000
anmoyugang,按摩浴缸,0.2000
anna,安娜,0.3191
anna,按捺,0.2500
anna,按納,0.2500
annabolisi,安納波利斯,0.2000
annabuzhu,按捺不住,0.2000
annaijin,安乃近,0.2000
annan,安難,0.2500
annan,安南,0.2479
annanqu,安南區,0.2000
annanshanmai,安南山脈,0.2000
annanzi,安南子,0.2000
annatuoliya,安納托利亞,0.2000
annengliang,暗能量,0.2000
anni,安妮,0.2649
anning,安寧,0.2734
anningbingfang,安寧病房,0.2000
anningpian,安寧片,0.2000
anningqu,安寧區,0.2000
anningshi,安寧市,0.2000
anniu,按鈕,0.4765
anpai,安排,0.6376
anpei,安培,0.2500
anpeibiao,安培表,0.2000
anpeiji,安培計,0.2000
anpeixiaoshi,安培小時,0.2000
anping,安平,0.2500
anping,安瓶,0.2500
anpingqu,安平區,0.2000
anpingxian,安平縣,0.2000
anpinledao,安貧樂道,0.2000
anqi,按期,0.2502
anqi,暗器,0.2500
anqi,氨氣,0.2500
anqianmahou,鞍前馬後,0.2000
anqiao,按蹻,0.2500
anqier,安琪兒,0.2000
anqin,安寢,0.2500
anqinban,安親班,0.2000
anqing,案情,0.2591
anqing,安慶,0.2589
anqingshi,安慶市,0.2000
anqiu,安丘,0.2500
anqiushi,安丘市,0.2000
anqu,暗渠,0.2500
anquan,安全,0.6434
anquanche,安全掣,0.2000
anquanci,安全詞,0.2000
anquancuoshi,安全措施,0.2000
anquandai,安全帶,0.2676
anquandao,安全島,0.2000
anquandeng,安全燈,0.2000
anquanfa,安全閥,0.2000
anquangan,安全感,0.3455
anquangang,安全港,0.2000
anquanju,安全局,0.2000
anquankaolv,安全考慮,0.2000
anquanke,安全殼,0.2000
anquanku,安全褲,0.2000
anquanlishihui,安全理事會,0.2000
anquanmao,安全帽,0.2000
anquanqi,安全期,0.2000
anquanqinang,安全氣囊,0.2000
anquantao,安全套,0.2602
anquanwang,安全網,0.2000
anquanwenti,安全問題,0.2787
anquanwushi,安全無事,0.2000
anquanwuyang,安全無恙,0.2000
anquanwuyu,安全無虞,0.2000
anquanxing,安全性,0.4749
anquanyanzhao,安全眼罩,0.2000
anran,安然,0.2622
anran,黯然,0.2580
anran,岸然,0.2500
anranshenshang,黯然神傷,0.2000
anranshise,黯然失色,0.2000
anranwuyang,安然無恙,0.2000
anranxiaohun,黯然銷魂,0.2000
anren,安人,0.2500
anren,安仁,0.2500
anrenxian,安仁縣,0.2000
anri,按日,0.2500
anrupanshi,安如磐石,0.2000
anrutaishan,安如泰山,0.2000
ansai,安塞,0.2500
ansaimi,安賽蜜,0.2000
ansaiqu,安塞區,0.2000
anseyaque,暗色鴉雀,0.2000
ansha,暗殺,0.2916
ansha,暗沙,0.2500
anshan,鞍山,0.2614
anshang,暗傷,0.2500
anshang,岸上,0.2490
anshanshi,鞍山市,0.2000
anshanyan,安山岩,0.2000
anshao,暗哨,0.2500
anshaor,暗哨兒,0.2000
anshe,安設,0.2500
anshen,安神,0.2500
anshen,安身,0.2500
ansheng,安生,0.2500
anshenliming,安身立命,0.2000
anshi,暗示,0.4671
anshi,按時,0.3361
anshi,安士,0.2500
anshi,安時,0.2500
anshi,安適,0.2500
anshi,暗室,0.2500
anshi,諳事,0.2500
anshijianxianhou,按時間先後,0.2000
anshiliu,安石榴,0.2000
anshiying,暗適應,0.2000
anshizhiluan,安史之亂,0.2000
anshou,案首,0.2500
anshouli,按手禮,0.2000
anshu,安舒,0.2500
anshu,桉樹,0.2500
anshu,諳熟,0.2500
anshuang,暗爽,0.2500
anshui,氨水,0.2500
anshun,安順,0.2500
anshunshi,安順市,0.2000
anshuo,按說,0.2500
ansongqiubo,暗送秋波,0.2000
ansuan,暗算,0.2500
ansuo,暗鎖,0.2500
antai,安泰,0.2500
antaisui,安太歲,0.2000
antan,暗探,0.2500
antan,暗灘,0.2500
antananalifo,安塔那那利佛,0.2000
antang,庵堂,0.2500
anteng,安藤,0.2500
anteweipu,安特衛普,0.2000
antian,按天,0.2500
antibilin,安替比林,0.2000
antifa,安提法,0.2000
antiguadao,安提瓜島,0.2000
antiguahebabuda,安提瓜和巴布達,0.2000
antou,案頭,0.2500
antu,安圖,0.2500
antusheng,安徒生,0.2000
antusuoji,按圖索驥,0.2000
antuxian,安圖縣,0.2000
antuzhongqian,安土重遷,0.2000
anuo,阿諾,0.2500
anuode,阿諾德,0.2000
anwaer,安瓦爾,0.2000
anwang,暗網,0.2500
anwei,安慰,0.4121
anwei,安危,0.2500
anweiji,安慰劑,0.2000
anweijiang,安慰獎,0.2000
anwen,安穩,0.3151
anwen,按蚊,0.2500
anwen,案文,0.2500
anwutianri,暗無天日,0.2000
anwuzhi,暗物質,0.2604
anxi,安溪,0.2500
anxi,暗喜,0.2500
anxi,安息,0.2492
anxia,按下,0.3253
anxiahulufuqipiao,按下葫蘆浮起瓢,0.2000
anxian,安閑,0.2500
anxian,安閒,0.2500
anxiang,安詳,0.2528
anxiang,安祥,0.2500
anxiang,安鄉,0.2500
anxiang,暗想,0.2500
anxiang,暗箱,0.2500
anxiang,暗香,0.2500
anxiangcaozuo,暗箱操作,0.2000
anxiangshuying,暗香疏影,0.2000
anxianguangpu,暗線光譜,0.2000
anxiangxian,安鄉縣,0.2000
anxianshushi,安閒舒適,0.2000
anxiansuiyi,安閑隨意,0.2000
anxianzide,安閑自得,0.2000
anxianzizai,安閑自在,0.2000
anxiao,暗笑,0.2500
anxiaosu,氨哮素,0.2000
anxie,安歇,0.2500
anxiguo,安息國,0.2000
anxihuixiang,安息茴香,0.2000
anxin,安心,0.4103
anxin,安新,0.2500
anxingyun,暗星雲,0.2000
anxinxian,安新縣,0.2000
anxiongzhuque,暗胸朱雀,0.2000
anxiri,安息日,0.2000
anxixian,安溪縣,0.2000
anxixiang,安息香,0.2000
anxixiangke,安息香科,0.2000
anxixiangshu,安息香屬,0.2000
anxixiangzhi,安息香脂,0.2000
anxu,按需,0.2542
anxuchuban,按需出版,0.2000
anxufenpei,按需分配,0.2000
anya,按壓,0.2963
anyan,案驗,0.2500
anyang,安陽,0.2559
anyang,安養,0.2500
anyangshi,安陽市,0.2000
anyangxian,安陽縣,0.2000
anyangyuan,安養院,0.2000
anyeyou,桉葉油,0.2000
anyi,安逸,0.2993
anyi,安義,0.2500
anying,暗影,0.2715
anying,安營,0.2500
anyingzhazhai,安營紮寨,0.2000
anyixian,安義縣,0.2000
anyou,案由,0.2500
anyu,安於,0.2500
anyu,按語,0.2500
anyu,暗喻,0.2500
anyu,暗語,0.2500
anyu,案語,0.2500
anyuan,安源,0.2500
anyuan,安遠,0.2500
anyuanqu,安源區,0.2000
anyuanxian,安遠縣,0.2000
anyue,按月,0.2506
anyue,安岳,0.2500
anyuexian,安岳縣,0.2000
anyuxianzhuang,安於現狀,0.2000
anza,安匝,0.2500
anzan,按讚,0.2500
anzang,安葬,0.2500
anze,安澤,0.2500
anzexian,安澤縣,0.2000
anzhao,按照,0.7217
anzhen,安枕,0.2500
anzhen,安貞,0.2500
anzhen,按診,0.2500
anzhi,安置,0.3065
anzhi,暗指,0.2500
anzhi,暗滯,0.2500
anzhiruosu,安之若素,0.2000
anzhong,暗中,0.2678
anzhonggen,安重根,0.2000
anzhongjianshi,暗中監視,0.2000
anzhou,安州,0.2500
anzhouqu,安州區,0.2000
anzhuan,暗轉,0.2500
anzhuang,安裝,0.6016
anzhuang,暗樁,0.2500
anzhuangbao,安裝包,0.2605
anzhuo,安卓,0.4739
anzi,案子,0.3949
anzi,暗自,0.2628
anzi,鞍子,0.2500
anzuhua,安祖花,0.2000
ao,奧,0.4402
ao,熬,0.3178
ao,鿫,0.3000
ao,澳,0.2858
ao,傲,0.2728
ao,凹,0.2660
ao,敖,0.2586
ao,襖,0.2517
ao,嗷,0.2454
ao,拗,0.2449
ao,獒,0.2439
ao,鰲,0.2412
ao,坳,0.2408
ao,嶴,0.2396
ao,翱,0.2366
ao,螯,0.2358
ao,懊,0.2341
ao,媼,0.2340
ao,鏊,0.2322
ao,驁,0.2319
ao,遨,0.2317
ao,嶅,0.2296
ao,鏖,0.2255
ao,抝,0.2245
ao,廒,0.2239
ao,奡,0.2231
ao,璈,0.2230
ao,翺,0.2225
ao,墺,0.2224
ao,聱,0.2204
ao,垇,0.2192
ao,爊,0.2180
ao,摮,0.2177
ao,謷,0.2174
ao,隞,0.2174
ao,圫,0.2139
ao,鼇,0.2025
ao,䴈,0.2002
ao,㘭,0.2000
aoan,傲岸,0.2500
aoan,凹岸,0.2500
aoaodaibu,嗷嗷待哺,0.2000
aobama,奧巴馬,0.2685
aoban,凹板,0.2500
aoban,凹版,0.2500
aobao,敖包,0.2500
aobao,澳寶,0.2500
aobeide,敖貝得,0.2000
aobeifushan,鰲背負山,0.2000
aobi,澳幣,0.2500
aobian,鰲抃,0.2500
aobolai,奧波萊,0.2000
aobu,奧步,0.2500
aobuli,奧布里,0.2000
aocao,凹槽,0.2500
aochutou,熬出頭,0.2000
aodai,奧黛,0.2500
aodaili,奧黛莉,0.2000
aodaili,奧黛麗,0.2000
aodaliya,澳大利亞,0.4364
aodaliyaguolidaxue,澳大利亞國立大學,0.2000
aodaliyalianbang,澳大利亞聯邦,0.2000
aodaliyashoudutequ,澳大利亞首都特區,0.2000
aodaliyazhou,澳大利亞洲,0.2000
aodesa,敖德薩,0.2000
aodesai,奧德賽,0.2752
aodexiusi,奧德修斯,0.2000
aodi,奧迪,0.3826
aodiao,凹雕,0.2500
aodili,奧地利,0.3567
aoding,奧丁,0.2600
aodingxiezhenqi,奧丁諧振器,0.2000
aodixiusi,奧迪修斯,0.2000
aodong,凹洞,0.2500
aodu,凹度,0.2500
aoduan,拗斷,0.2500
aoerbani,奧爾巴尼,0.2000
aoerbulaite,奧爾布賴特,0.2000
aoerdenidao,奧爾德尼島,0.2000
aoerliang,奧爾良,0.2000
aofu,熬稃,0.2500
aogao,熬膏,0.2500
aogengshouye,熬更守夜,0.2000
aogu,傲骨,0.2500
aoguang,敖廣,0.2500
aoguo,奧國,0.2500
aogusidu,奧古斯都,0.2000
aogusita,奧古斯塔,0.2000
aohan,敖漢,0.2500
aohanqi,敖漢旗,0.2000
aohen,凹痕,0.2500
aohui,奧會,0.2500
aohui,懊悔,0.2500
aohusi,奧胡斯,0.2000
aoji,奧迹,0.2500
aoji,澳際,0.2500
aojian,熬煎,0.2500
aojiao,傲嬌,0.3038
aojin,凹進,0.2500
aojing,凹鏡,0.2500
aokamutidao,奧卡姆剃刀,0.2000
aokangna,奧康納,0.2000
aokangneier,奧康內爾,0.2000
aoke,奧客,0.2500
aokelahema,奧克拉荷馬,0.2000
aokelan,奧克蘭,0.2000
aokeng,凹坑,0.2500
aokesusihe,奧克蘇斯河,0.2000
aokou,拗口,0.2500
aokouling,拗口令,0.2000
aolaien,奧賴恩,0.2000
aolanduo,奧蘭多,0.2000
aolangde,奧朗德,0.2000
aolaniesitade,奧臘涅斯塔德,0.2000
aolanqundao,奧蘭群島,0.2000
aoli,傲立,0.2500
aolian,奧利安,0.2000
aoliao,奧利奧,0.2000
aoligei,奧利給,0.2000
aoliliya,奧里里亞,0.2000
aolinbasi,奧林巴斯,0.2548
aolinpike,奧林匹克,0.2732
aolinpiketiyuchang,奧林匹克體育場,0.2000
aolinpikeyundonghui,奧林匹克運動會,0.2000
aolinpikeyundonghuizuzhiweiyuanhui,奧林匹克運動會組織委員會,0.2000
aolinpiya,奧林匹亞,0.2000
aolisabang,奧里薩邦,0.2000
aoliweiya,奧利維亞,0.2000
aolu,奧盧,0.2500
aomaer,奧馬爾,0.2000
aomaha,奧馬哈,0.2000
aoman,傲慢,0.3279
aomanbuxun,傲慢不遜,0.2000
aomanshaoli,傲慢少禮,0.2000
aomanwuli,傲慢無禮,0.2000
aomanyupianjian,傲慢與偏見,0.2000
aomen,澳門,0.3303
aomenguojijichang,澳門國際機場,0.2000
aomenlifahui,澳門立法會,0.2000
aomenshi,澳門市,0.2000
aomi,奧祕,0.2558
aomianjing,凹面鏡,0.2000
aomiao,奧妙,0.2500
aomiga,奧米伽,0.2000
aomikerong,奧密克戎,0.2000
aomomo,奧陌陌,0.2000
aomuzhenlijiao,奧姆真理教,0.2000
aonanshazhui,澳南沙錐,0.2000
aonao,懊惱,0.2500
aonao,懊憹,0.2500
aonaxisi,奧納西斯,0.2000
aoni,傲睨,0.2500
aoniu,澳紐,0.2500
aopai,奧派,0.2500
aopopi,凹朴皮,0.2000
aoqi,傲氣,0.2500
aoqienuosi,奧切諾斯,0.2000
aoquan,獒犬,0.2500
aoran,傲然,0.2500
aoren,傲人,0.2500
aoru,凹入,0.2500
aorun,敖閏,0.2500
aosailuo,奧塞羅,0.2000
aosailuo,奧賽羅,0.2000
aosaiti,奧塞梯,0.2000
aosang,懊喪,0.2500
aoshen,媼神,0.2500
aoshi,傲視,0.2500
aoshi,奧什,0.2500
aoshi,澳式,0.2500
aoshiganlanqiu,澳式橄欖球,0.2000
aoshiqunlun,傲視群倫,0.2000
aoshiti,奧氏體,0.2000
aoshu,奧數,0.2500
aoshuangdouxue,傲霜鬥雪,0.2000
aoshuanglingxue,傲霜凌雪,0.2000
aoshun,敖順,0.2500
aosiding,奧斯丁,0.2000
aosika,奧斯卡,0.3745
aosikajinxiangjiang,奧斯卡金像獎,0.2000
aosilu,奧斯陸,0.2000
aosiman,奧斯曼,0.2000
aosimandiguo,奧斯曼帝國,0.2000
aositawei,奧司他韋,0.2000
aositeluofusiji,奧斯特洛夫斯基,0.2000
aositing,奧斯汀,0.2000
aosiwaerde,奧斯瓦爾德,0.2000
aosiweixin,奧斯威辛,0.2000
aosiweixin,奧斯維辛,0.2000
aosiweixinjizhongying,奧斯威辛集中營,0.2000
aotaoji,奧陶紀,0.2000
aotaoxi,奧陶系,0.2000
aotelaisi,奧特萊斯,0.2000
aotelangtuo,奧特朗托,0.2000
aotelangtuohaixia,奧特朗托海峽,0.2000
aoteman,奧特曼,0.4518
aotoujing,凹透鏡,0.2000
aotour,熬頭兒,0.2000
aotu,凹凸,0.2561
aotubuping,凹凸不平,0.2000
aotuo,奧托,0.2500
aotuxing,凹凸形,0.2000
aotuxing,凹凸性,0.2000
aotuyahua,凹凸軋花,0.2000
aotuyinshua,凹凸印刷,0.2000
aotuyouzhi,凹凸有致,0.2000
aowang,澳網,0.2500
aoweier,奧威爾,0.2000
aoweihui,奧委會,0.2000
aoweiyeduo,奧維耶多,0.2000
aowen,凹紋,0.2500
aoxia,螯蝦,0.2500
aoxian,凹陷,0.2579
aoxian,凹線,0.2500
aoxian,坳陷,0.2500
aoxiang,翱翔,0.2517
aoxiang,遨翔,0.2500
aoxinjie,澳新界,0.2000
aoxinjuntuan,澳新軍團,0.2000
aoxinjuntuanri,澳新軍團日,0.2000
aoxinuosi,奧西娜斯,0.2000
aoxiongdiguo,奧匈帝國,0.2000
aoxuelingshuang,傲雪凌霜,0.2000
aoxueqishuang,傲雪欺霜,0.2000
aoyao,熬藥,0.2500
aoye,熬夜,0.4736
aoyou,遨遊,0.2504
aoyuan,澳元,0.2533
aoyuan,奧援,0.2500
aoyun,奧運,0.4376
aoyuncun,奧運村,0.2000
aoyunhui,奧運會,0.4233
aoyunsai,奧運賽,0.2000
aozaoxing,凹造型,0.2000
aozhan,鏖戰,0.2500
aozhi,螯肢,0.2500
aozhou,澳洲,0.4864
aozhouguangbodiantai,澳洲廣播電臺,0.2000
aozhoujianguo,澳洲堅果,0.2000
aozhoumanli,澳洲鰻鱺,0.2000
aozhouxiaoyingwu,澳洲小鸚鵡,0.2000
aozhouyequan,澳洲野犬,0.2000
aozi,襖子,0.2500
aozi,鏊子,0.2500
aozuwei,奧組委,0.2000
apian,阿片,0.2500
apiao,阿飄,0.2500
apiya,阿皮亞,0.2000
apo,阿婆,0.2495
apuerdun,阿普爾頓,0.2000
aputulong,阿普吐龍,0.2000
aqilisi,阿奇里斯,0.2000
aqimeinidewangchao,阿契美尼德王朝,0.2000
aqimeisu,阿奇黴素,0.2000
aqin,吖嗪,0.2500
arongqi,阿榮旗,0.2000
aruisi,阿瑞斯,0.2000
asade,阿薩德,0.2000
asaibaijiang,阿塞拜疆,0.2000
asamu,阿薩姆,0.2000
asan,阿三,0.2500
ase,阿瑟,0.2500
asen,阿森,0.2500
asenna,阿森納,0.3436
asensongdao,阿森松島,0.2000
ashali,阿沙力,0.2000
ashali,阿莎力,0.2000
asheli,阿闍梨,0.2000
asheli,阿闍黎,0.2000
ashenhabade,阿什哈巴德,0.2000
ashenlawei,阿什拉維,0.2000
ashihabate,阿什哈巴特,0.2000
ashinaguduolu,阿史那骨咄祿,0.2000
ashixue,阿是穴,0.2000
ashui,阿誰,0.2500
asibate,阿斯巴特,0.2000
asibatian,阿斯巴甜,0.2000
asiboge,阿斯伯格,0.2000
asilan,阿斯蘭,0.2000
asilikang,阿斯利康,0.2000
asimala,阿斯馬拉,0.2000
asipeiergeer,阿斯佩爾格爾,0.2000
asipilin,阿司匹林,0.2000
asipilin,阿斯匹林,0.2000
asipiling,阿斯匹靈,0.2000
asitana,阿斯塔納,0.2000
asituliyasi,阿斯圖里亞斯,0.2000
asiwang,阿斯旺,0.2000
asiwanggaoba,阿斯旺高壩,0.2000
asongsendao,阿松森島,0.2000
asushan,阿蘇山,0.2000
atejinsi,阿特金斯,0.2000
atelandisi,阿特蘭蒂斯,0.2000
atelasi,阿特拉斯,0.2000
ati,阿嚏,0.2500
atila,阿提拉,0.2000
atu,阿土,0.2500
atuopin,阿托品,0.2000
atuopinhua,阿拖品化,0.2000
atushi,阿圖什,0.2000
atushishi,阿圖什市,0.2000
awa,阿佤,0.2500
awalide,阿瓦里德,0.2000
awalua,阿瓦魯阿,0.2000
awangqupei,阿旺曲培,0.2000
awangqupei,阿旺曲沛,0.2000
awati,阿瓦提,0.2000
awatixian,阿瓦提縣,0.2000
awei,阿魏,0.2500
aweila,阿維拉,0.2000
awur,阿物兒,0.2000
axiang,阿鄉,0.2500
axianyao,阿仙藥,0.2000
axiba,阿西吧,0.2000
axiluowei,阿昔洛韋,0.2000
aximofu,阿西莫夫,0.2000
aximu,阿希姆,0.2000
axiong,阿兄,0.2500
axiuluo,阿修羅,0.2000
axiyuansu,錒系元素,0.2000
aya,啊呀,0.2500
ayatula,阿亞圖拉,0.2000
ayi,阿姨,0.4475
ayinu,阿伊努,0.2000
ayinu,阿衣奴,0.2000
ayisha,阿伊莎,0.2000
ayisha,阿依莎,0.2000
ayo,啊喲,0.2500
ayuehunzi,阿月渾子,0.2000
ayuehunzishu,阿月渾子樹,0.2000
ayufeituo,阿育吠陀,0.2000
ayuwang,阿育王,0.2000
ayuweishi,阿育魏實,0.2000
aza,腌臢,0.2500
azhai,阿宅,0.2500
azhitekeren,阿芝特克人,0.2000
azhitekeyu,阿芝特克語,0.2000
azihaimozheng,阿茲海默症,0.2000
aziteke,阿茲特克,0.2000
ba,吧,0.7848
ba,把,0.7659
ba,八,0.4589
ba,爸,0.3835
ba,巴,0.3719
ba,拔,0.3240
ba,伯,0.3174
ba,罷,0.3037
ba,㞎,0.3000
ba,霸,0.2815
ba,壩,0.2771
ba,扒,0.2756
ba,芭,0.2510
ba,疤,0.2508
ba,靶,0.2488
ba,捌,0.2439
ba,叭,0.2429
ba,耙,0.2429
ba,跋,0.2429
ba,灞,0.2385
ba,鈀,0.2373
ba,粑,0.2361
ba,笆,0.2357
ba,丷,0.2336
ba,岜,0.2336
ba,魃,0.2328
ba,鮁,0.2306
ba,杷,0.2295
ba,菝,0.2290
ba,峇,0.2288
ba,仈,0.2273
ba,覇,0.2268
ba,茇,0.2262
ba,䰾,0.2258
ba,弝,0.2234
ba,犮,0.2225
ba,垻,0.2222
ba,妭,0.2222
ba,蚆,0.2218
ba,朳,0.2189
ba,豝,0.2187
ba,軷,0.2186
ba,猈,0.2171
ba,欛,0.2146
baa,巴阿,0.2500
baba,爸爸,0.5751
baba,巴巴,0.2539
baba,㞎㞎,0.2500
baba,把拔,0.2500
babaduosi,巴巴多斯,0.2000
babaiban,八佰伴,0.2000
babaizhijiao,八拜之交,0.2000
babajiejie,巴巴結結,0.2000
babala,巴巴拉,0.2000
babala,芭芭拉,0.2000
babaliu,八八六,0.2000
babang,霸榜,0.2500
babaniangre,峇峇娘惹,0.2000
babantoufeng,八般頭風,0.2000
babaodan,八寶丹,0.2000
babaofan,八寶飯,0.2000
babaoli,巴寶莉,0.2000
babaoshan,八寶山,0.2000
babaoshangeminggongmu,八寶山革命公墓,0.2000
