text,jyutping
伶,ling4
伷,zau6
伸,san1
伸出,san1 ceot1
伸展,san1 zin2
伸手,san1 sau2
伸縮,san1 suk1
伹,ceoi1
伺,si6
伺候,si6 hau6
伻,paang1
似,ci5
似乎,ci5 fu4
似曾相識,ci5 cang4 soeng1 sik1
似的,ci5 dik1
伽,gaa1
伾,pei1
伿,ji6
佀,ci5
佁,ci3
佂,zing1
佃,din6
佄,ham4
佅,maai6
但,daan6
但凡,daan6 faan4
但是,daan6 si6
但願,daan6 jyun6
佇,cyu5
佈,bou3
佈局,bou3 guk6
佈景,bou3 ging2
佈滿,bou3 mun5
佈置,bou3 zi3
佉,keoi1
佊,bei2
佋,siu6
佌,ci2
位,wai2
位數,wai2 sou3
位於,wai6 jyu1
位置,wai6 zi3
低,dai1
低下,dai1 haa6
低估,dai1 gu2
低位,dai1 wai2
低俗,dai1 zuk6
低價,dai1 gaa3
低廉,dai1 lim4
低沉,dai1 cam4
低溫,dai1 wan1
低級,dai1 kap1
低聲,dai1 sing1
低胸,dai1 hung1
低落,dai1 lok6
低調,dai1 diu6
低谷,dai1 guk1
低迷,dai1 mai4
低音,dai1 jam1
低頭,dai1 tau4
住,zyu6
住址,zyu6 zi2
住宅,zyu6 zaak2
住宿,zyu6 suk1
住戶,zyu6 wu6
住房,zyu6 fong4
住所,zyu6 so2
住院,zyu6 jyun2
佐,zo2
佐證,zo3 zing3
佑,jau6
佒,joeng5
体,ban6
佔,cim1
佔地,zim3 dei6
佔地面積,zim3 dei6 min6 zik1
佔據,zim3 geoi3
佔有,zim3 jau5
佔有率,zim3 jau5 leot2
佔用,zim3 jung6
佔領,zim3 ling5
何,ho4
何不,ho4 bat1
何人,ho4 jan4
何以,ho4 ji5
何來,ho4 loi4
何其,ho4 kei4
何去何從,ho4 heoi3 ho4 cung4
何嘗,ho4 soeng4
何必,ho4 bit1
何時,ho4 si4
何止,ho4 zi2
何況,ho4 fong3
何等,ho4 dang2
何苦,ho4 fu2
何處,ho4 cyu3
何謂,ho4 wai6
佖,bit1
佗,taa1
佘,se4
余,jyu4
佚,dit6
佛,bat6
佛像,fat6 zoeng6
佛山,fat6 saan1
佛教,fat6 gaau3
佛法,fat6 faat3
佛祖,fat6 zou2
佛系,fat6 hai6
佛經,fat6 ging1
佛陀,fat6 to4
作,zok3
作出,zok3 ceot1
作品,zok3 ban2
作客,zok3 haak3
作家,zok3 gaa1
作廢,zok3 fai3
作弊,zok3 bai6
作怪,zok3 gwaai3
作息,zok3 sik1
作惡,zok3 ok3
作戰,zok3 zin3
作文,zok3 man2
作曲,zok3 kuk1
作曲家,zok3 kuk1 gaa1
作案,zok3 on3
作業,zok3 jip6
作死,zok3 sei2
作法,zok3 faat3
作物,zok3 mat6
作用,zok3 jung6
作畫,zok3 waa2
作答,zok3 daap3
作者,zok3 ze2
作詞,zok3 ci4
作證,zok3 zing3
作風,zok3 fung1
佝,gau1
佞,ning6
佟,tung4
你,nei5
你們,nei5 mun4
你呢,nei5 ne1
你哋,nei5 dei6
佡,hin1
佢,heoi5
佢哋,keoi5 dei6
佣,jung2
佣金,jung2 gam1
佤,ngaa5
佦,jau6
佧,kaa1
佨,baau1
佩,pui3
佩戴,pui3 daai3
佩服,pui3 fuk6
佪,wui4
佫,gaak3
佬,liu4
佭,gong3
佮,daap6
佯,joeng4
佰,baak3
佱,faat3
佲,ming5
佳,gaai1
佳作,gaai1 zok3
佳節,gaai1 zit3
佳績,gaai1 zik1
佳餚,gaai1 ngaau4
佳麗,gaai1 lai6
佴,ji5
併,bing3
併發症,bing6 faat3 zing3
佶,gat1
佷,han2
佸,wut6
佹,gwai2
佺,cyun4
佻,tiu1
佼,gaau2
佼佼者,gaau2 gaau2 ze2
佽,ci3
佾,jat6
使,sai2
使出,sai2 ceot1
使勁,si2 ging3
使命,si3 ming6
使命感,si5 ming6 gam2
使得,sai2 dak1
使然,si2 jin4
使用,sai2 jung6
使用者,si2 jung6 ze2
使者,si3 ze2
使館,si3 gun2
侀,jing4
侁,san1
侂,tok3
侃,hon2
侄,zat1
侄女,zat6 neoi2
侅,goi1
來,lai4
來不及,loi4 bat1 kap6
來世,loi4 sai3
來信,loi4 seon3
來函,loi4 haam4
來到,loi4 dou3
來回,loi4 wui4
來年,loi4 nin4
來往,loi4 wong5
來得及,loi4 dak1 kap6
來歷,loi4 lik6
來源,loi4 jyun4
來生,loi4 sang1
來臨,loi4 lam4
來自,loi4 zi6
來訪,loi4 fong2
來賓,loi4 ban1
來電,loi4 din6
來龍去脈,loi4 lung4 heoi3 mak6
侇,ji4
侈,ci2
侉,kwaa1
侊,gong1
例,lai6
例句,lai6 geoi3
例外,lai6 ngoi6
例如,lai6 jyu4
例子,lai6 zi2
例會,lai6 wui2
例行,lai6 hang4
例題,lai6 tai4
侌,jam1
侍,si6
侍衛,si6 wai6
侎,mei5
侏,zyu1
侏儒,zyu1 jyu4
侐,gwik1
侑,jau6
侒,on1
侓,leot6
侔,mau4
侕,ji4
侖,leon4
侗,dung6
侘,caa3
侙,cik1
侚,seon1
供,gung1
供不應求,gung1 bat1 jing3 kau4
供奉,gung1 fung6
供應,gung1 jing3
供應商,gung1 jing3 soeng1
供水,gung1 seoi2
供求,gung1 kau4
供給,gung1 kap1
供電,gung1 din6
供養,gung1 joeng5
侜,zau1
依,ji1
依戀,ji1 lyun2
依據,ji1 geoi3
依次,ji1 ci3
依法,ji1 faat3
依然,ji1 jin4
依照,ji1 ziu3
依稀,ji1 hei1
依舊,ji1 gau6
依賴,ji1 laai6
依附,ji1 fu6
依靠,ji1 kaau3
侞,jyu4
侟,cyun4
価,ci5
侢,daai3
侤,haau2
侫,ning6
侮,mou5
侮辱,mou5 juk6
侯,hau4
侰,kwan3
侱,cing2
侲,zan3
侳,co3
侴,cau2
侵,cam1
侵佔,cam1 zim3
侵入,cam1 jap6
侵害,cam1 hoi6
侵權,cam1 kyun4
侵犯,cam1 faan6
侵略,cam1 loek6
侵蝕,cam1 sik6
侵襲,cam1 zaap6
侶,leoi5
侷,guk6
侷限,guk6 haan6
侸,syu6
侹,ting2
侺,sam4
侻,teoi3
侼,but6
侽,naam4
侾,haau1
便,bin2
便便,bin6 bin6
便利,bin6 lei6
便利店,bin6 lei6 dim3
便宜,pin4 ji2
便攜,bin6 kwai4
便於,bin6 jyu1
便當,bin6 dong3
俀,teoi2
俁,jyu5
係,hai6
促,cuk1
促使,cuk1 si2
促成,cuk1 sing4
促進,cuk1 zeon3
促銷,cuk1 siu1
俄,ngo4
俄國,ngo4 gwok3
俄羅斯,ngo4 lo4 si1
俄語,ngo4 jyu5
俅,kau4
俆,ceoi4
俇,gwaang6
俈,guk1
俉,ng6
俊,zeon3
俋,jap1
俌,fu6
俍,loeng4
俎,zo2
俏,ciu3
俏皮,ciu3 pei4
俐,lei6
俑,jung2
俒,wan6
俓,ging3
俔,jin5
俕,saam3
俖,poi2
俗,zuk6
俗套,zuk6 tou3
俗氣,zuk6 hei3
俗稱,zuk6 cing1
俘,fu1
俘獲,fu1 wok6
俘虜,fu1 lou5
俙,hei1
俚,lei5
俛,fu2
俜,ping1
保,bou2
保住,bou2 zyu6
保佑,bou2 jau6
保修期,bou2 sau1 kei4
保值,bou2 zik6
保健,bou2 gin6
保命,bou2 meng6
保單,bou2 daan1
保姆,bou2 mou5
保存,bou2 cyun4
保守,bou2 sau2
保安,bou2 on1
保密,bou2 mat6
保持,bou2 ci4
保時捷,bou2 si4 zit3
保暖,bou2 nyun5
保本,bou2 bun2
保溫,bou2 wan1
保潔,bou2 git3
保留,bou2 lau4
保管,bou2 gun2
保衛,bou2 wai6
保證,bou2 zing3
保證金,bou2 zing3 gam1
保護,bou2 wu6
保護環境,bou2 wu6 waan4 ging2
保費,bou2 fai3
保送,bou2 sung3
保重,bou2 zung6
保鏢,bou2 biu1
保障,bou2 zoeng3
保險,bou2 him2
保險公司,bou2 him2 gung1 si1
保額,bou2 ngaak2
保養,bou2 joeng5
保鮮,bou2 sin1
俞,jyu4
俟,kei4
俠,haap6
俠客,hap6 hak3
信,san1
信仰,seon3 joeng5
信件,seon3 gin2
信任,seon3 jam6
信奉,seon3 fung6
信封,seon3 fung1
信徒,seon3 tou4
信心,seon3 sam1
信念,seon3 nim6
信息,seon3 sik1
信息產業,seon3 sik1 caan2 jip6
信息管理,seon3 sik1 gun2 lei5
信服,seon3 fuk6
信條,seon3 tiu4
信用,seon3 jung6
信用卡,seon3 jung6 kaat1
信箱,seon3 soeng1
信號,seon3 hou6
信託,seon3 tok3
信誓旦旦,seon3 sai6 daan3 daan3
信譽,seon3 jyu6
信貸,seon3 taai3
信賴,seon3 laai6
俢,sau1
俤,dai6
俥,ce1
俧,zi3
俬,si1
修,sau1
修剪,sau1 zin2
修士,sau1 si6
修好,sau1 hou2
修建,sau1 gin3
修復,sau1 fuk6
修改,sau1 goi2
修整,sau1 zing2
修正,sau1 zing3
修理,sau1 lei5
修行,sau1 hang6
修補,sau1 bou2
修訂,sau1 ding3
修護,sau1 wu6
修路,sau1 lou6
修辭,sau1 ci4
修長,sau1 coeng4
修飾,sau1 sik1
修養,sau1 joeng5
俯,fu2
俯瞰,fu2 ham3
俯臥撐,fu2 ngo6 caang1
俰,wo6
俱,geoi1
俱樂部,keoi1 lok6 bou6
俲,haau6
俳,paai4
俴,cin5
俵,biu2
俶,cuk1
俷,fai3
俸,fung2
俹,aa3
俺,aan2
俻,bei6
俼,juk6
俽,jan1
俾,bei2
俿,fu2
倀,caang1
倁,zi1
倂,bing3
倃,gau6
倄,haau4
倅,ceoi3
倆,loeng5
倇,jyun2
倈,loi4
倉,cong1
倉庫,cong1 fu3
倊,zung3
個,go3
個人,go3 jan4
個人資料,go3 jan4 zi1 liu2
個個,go3 go3
個別,go3 bit6
個子,go3 zi2
個字,go3 zi6
個性,go3 sing3
個月,go3 jyut6
個案,go3 on3
個體,go3 tai2
個體戶,go3 tai2 wu6
倌,gun1
倍,bui3
倍增,pui5 zang1
倍感,pui5 gam2
倍數,pui5 sou3
倎,tin2
倏,suk1
倐,suk1
們,mun4
倒,dou2
倒不如,dou2 bat1 jyu4
倒塌,dou2 taap3
倒影,dou2 jing2
倒數,dou3 sou2
倒車,dou3 ce1
倒退,dou2 teoi3
倒閉,dou2 bai3
倒霉,dou2 mui4
倓,daam6
倔,gwat6
倔強,gwat6 koeng5
倕,seoi4
倖,hang6
倖免,hang6 min5
倖存,hang6 cyun4
倖存者,hang6 cyun4 ze2
倗,pang4
倘,soeng4
倘若,tong2 joek6
候,hau6
候選,hau6 syun2
候選人,hau6 syun2 jan4
倚,ji2
倛,hei1
倜,tik1
倝,gon3
倞,ging6
借,ze3
借力,ze3 lik6
借殼,ze3 hok3
借用,ze3 jung6
借貸,ze3 taai3
借錢,ze3 cin2
借鑑,ze3 gaam3
倠,seoi1
倡,coeng1
倡導,coeng1 dou6
倡議,coeng1 ji5
倢,zip3
倣,fong2
値,zik6
倥,hung1
倦,gyun6
倧,zung1
倨,geoi3
倩,cing3
倪,ngai4
倫,leon4
倫敦,leon4 deon1
倫理,leon4 lei5
倬,coek3
倭,wai1
倮,lo2
倯,sung1
倰,ling4
倱,wan6
倲,dung1
倳,zi3
倴,ban6
倵,mou5
倶,keoi1
倷,naai5
倸,coi2
倹,gim6
倻,je4
值,zik6
值得,zik6 dak1
值班,zik6 baan1
值錢,zik6 cin2
倽,saa1
倿,ning6
偀,jing1
偁,can3
偂,cin4
偃,jim2
偄,jyun5
偅,zung3
偆,ceon2
假,gaa2
假冒,gaa2 mou6
假名,gaa2 ming4
假如,gaa2 jyu4
假定,gaa2 ding6
假日,gaa3 jat6
假期,gaa3 kei4
假裝,gaa2 zong1
假設,gaa2 cit3
假話,gaa2 waa2
假說,gaa2 syut3
假象,gaa2 zoeng6
假貨,gaa2 fo3
偈,gai2
偉,wai5
偉人,wai5 jan4
偉哥,wai5 go1
偉大,wai5 daai6
偊,geoi2
偋,bing2
偌,je6
偍,tai4
偎,wui1
偏,pin1
偏偏,pin1 pin1
偏僻,pin1 pik1
偏向,pin1 hoeng3
偏執,pin1 zap1
偏差,pin1 caa1
偏愛,pin1 oi3
偏方,pin1 fong1
偏激,pin1 gik1
偏移,pin1 ji4
偏見,pin1 gin3
偏遠,pin1 jyun5
偏重,pin1 zung6
偏離,pin1 lei4
偏頗,pin1 po2
偏頭痛,pin1 tau4 tung3
偏題,pin1 tai4
偐,ngaan6
偑,fung1
偒,tong2
偓,ak1
偔,ngok6
偕,gaai1
偖,ce2
偗,saang2
偘,hon2
偙,dai3
做,zou6
做主,zou6 zyu2
做事,zou6 si6
做人,zou6 jan4
做作,zou6 zok3
做到,zou6 dou3
做夢,zou6 mung6
做大,zou6 daai6
做工,zou6 gung1
做愛,zou6 oi3
做手術,zou6 sau2 seot6
做文章,zou6 man4 zoeng1
做法,zou6 faat3
做飯,zou6 faan6
偛,zaap3
停,ting4
停工,ting4 gung1
停放,ting4 fong3
停止,ting4 zi2
停滯,ting4 zai6
停牌,ting4 paai2
停產,ting4 caan2
停留,ting4 lau4
停藥,ting4 joek6
停車場,ting4 ce1 coeng4
停電,ting4 din6
停靠,ting4 kaau3
停頓,ting4 deon6
偝,bui3
偞,jip6
偟,wong4
偠,jiu2
偡,zaam3
偢,cau2
偣,jim1
偤,jau4
健,gin6
健全,gin6 cyun4
健壯,gin6 zong3
健康,gin6 hong1
健康教育,gin6 hong1 gaau3 juk6
健美,gin6 mei5
健身,gin6 san1
偦,seoi2
偧,zaa3
偨,ci1
偩,fu6
偪,bik1
偫,ci5
偭,min5
偮,zap1
偯,ji2
偰,sit3
偱,seon1
偲,caai1
偳,dyun1
側,zak1
側重,zak1 zung6
側重點,zak1 zung6 dim2
側面,zak1 min6
偵,zing1
偵察,zing1 caat3
偵探,zing1 taam3
偵查,zing1 caa4
偵破,zing1 po3
偶,ngau5
偶像,ngau5 zoeng6
偶然,ngau5 jin4
偶爾,ngau5 ji5
偶遇,ngau5 jyu6
偷,tau1
偷偷,tau1 tau1
偷情,tau1 cing4
偷懶,tau1 laan5
偷拍,tau1 paak3
偷窺,tau1 kwai1
偷笑,tau1 siu3
偷襲,tau1 zaap6
偷走,tau1 zau2
偸,tau1
偹,bei6
偺,zaa1
偼,zit3
偽,ngai6
傀,faai3
傀儡,faai3 leoi5
傁,sau2
傂,zi6
傃,sou3
傄,gwaat3
傅,fu1
傆,jyun6
傇,jung5
傈,leot6
傉,nuk6
傊,wan6
傋,gau3
傌,maa6
傍,bong6
傍晚,pong4 maan5
傎,din1
傏,tong4
傐,hou6
傑,git6
傑作,git6 zok3
傑出,git6 ceot1
傒,hai4
傓,sin3
傔,him3
傕,gok3
傖,caang1
傗,cuk1
傘,saan3
備,bei6
備件,bei6 gin2
備份,bei6 fan6
備受,bei6 sau6
備忘錄,bei6 mong4 luk6
備戰,bei6 zin3
備案,bei6 on3
備注,bei6 zyu3
備用,bei6 jung6
備註,bei6 zyu3
備課,bei6 fo3
傚,haau6
傛,jung4
傜,jiu4
傝,taam3
傞,co1
傟,ong2
傠,fat6
傡,bing6
傢,gaa1
傢伙,gaa1 fo2
傢俬,gaa1 si1
傣,daai2
傦,gwat1
傪,caam1
傫,leoi5
催,ceoi1
催促,ceoi1 cuk1
催化,ceoi1 faa3
催化劑,ceoi1 faa3 zai1
催生,ceoi1 saang1
催眠,ceoi1 min4
傭,cung1
傮,cou4
傯,zung2
傰,bang1
傱,sung2
傲,ngou6
傲嬌,ngou6 giu1
傲慢,ngou6 maan6
傳,cyun4
傳世,cyun4 sai3
傳中,cyun4 zung1
傳人,cyun4 jan4
傳出,cyun4 ceot1
傳單,cyun4 daan1
傳奇,zyun6 kei4
傳媒,cyun4 mui4
傳感,cyun4 gam2
傳承,cyun4 sing4
傳授,cyun4 sau6
傳播,cyun4 bo3
傳染,cyun4 jim5
傳染病,cyun4 jim5 beng6
傳真,cyun4 zan1
傳真機,cyun4 zan1 gei1
傳統,cyun4 tung2
傳聞,cyun4 man4
傳言,cyun4 jin4
傳記,zyun6 gei3
傳說,cyun4 syut3
傳輸,cyun4 syu1
傳送,cyun4 sung3
傳達,cyun4 daat6
傳遞,cyun4 dai6
傳銷,cyun4 siu1
傴,jyu2
債,zaai3
債券,zaai3 gyun3
債務,zaai3 mou6
債權,zaai3 kyun4
傶,cau3
傷,soeng1
傷亡,soeng1 mong4
傷人,soeng1 jan4
傷勢,soeng1 sai3
傷口,soeng1 hau2
傷害,soeng1 hoi6
傷心,soeng1 sam1
傷悲,soeng1 bei1
傷感,soeng1 gam2
傷殘,soeng1 caan4
傷痕,soeng1 han4
傷痛,soeng1 tung3
傷者,soeng1 ze2
傸,cong2
傹,goeng1
傺,cai3
傻,so4
傻子,so4 zi2
傻瓜,so4 gwaa1
傻笑,so4 siu3
傼,hon3
傽,zoeng1
傾,king1
傾倒,king1 dou2
傾向,king1 hoeng3
傾家蕩產,king1 gaa1 dong6 caan2
傾心,king1 sam1
傾斜,king1 ce4
傾聽,king1 ting3
傾訴,king1 sou3
傾銷,king1 siu1
傿,jin1
僀,dai3
僁,sat1
僂,lau4
僃,bei6
僄,piu1
僅,gan2
僅僅,gan2 gan2
僅存,gan2 cyun4
僅有,gan2 jau5
僆,leng1
僇,luk6
僈,maan6
僉,cim1
僊,sin1
僋,taam2
僌,jing4
働,dung6
僎,zaan6
像,zoeng6
像樣,zoeng6 joeng2
像素,zoeng6 sou3
僐,sin6
僑,kiu4
僒,kwan3
僓,teoi4
僔,zyun2
僕,buk6
僕人,buk6 jan4
僖,hei1
僗,lou4
僘,cong2
僙,gong1
僚,liu4
僛,hei1
僜,cing1
僝,saan4
僞,ngai6
僟,gei1
僠,bo1
僡,wai6
僢,cyun2
僣,tit3
僤,daan6
僥,giu1
僥倖,hiu1 hang6
僦,zau3
僧,sang1
僧人,zang1 jan4
僨,fan3
僩,haan5
僪,gwat6
僫,ok3
僬,ziu1
僭,cim3
僮,tung4
僯,leon5
僰,baak6
僱,gu3
僱主,gu3 zyu2
僱傭,gu3 jung4
僱員,gu3 jyun4
僱用,gu3 jung6
僲,sin1
僳,suk1
僴,haan5
僵,goeng1
僵化,goeng1 faa3
僵局,goeng1 guk6
僵硬,goeng1 ngaang6
僶,man5
僷,jip6
僸,gam3
價,gaa3
價位,gaa3 wai2
價值,gaa3 zik6
價值觀,gaa3 zik6 gun1
價格,gaa3 gaak3
價錢,gaa3 cin2
僺,ciu3
僻,bui6
僼,fung1
僽,zau3
僾,oi3
僿,sai3
儀,ji4
儀器,ji4 hei3
儀式,ji4 sik1
儀表,ji4 biu2
儁,zeon3
儂,nung4
儃,sin4
億,jik1
儅,dong1
儆,ging2
儇,hyun1
儈,kui2
儉,gim6
儊,co2
儋,daam1
儌,giu1
儍,so4
儎,zoi3
儏,caan3
儐,ban1
儑,ngaam4
儒,jyu4
儒學,jyu4 hok6
儒家,jyu4 gaa1
儓,toi4
儔,cau4
儕,caai4
儖,laam4
儗,ji5
儘,zeon2
儘快,zeon6 faai3
儘早,zeon6 zou2
儘管,zeon2 gun2
儘量,zeon2 loeng6
儙,hin3
儚,mung4
儛,mou5
儜,nang4
儝,king4
儞,lei5
償,soeng4
償還,soeng4 waan4
儠,lip6
儡,leoi5
儢,leoi5
儣,kong2
儤,bou3
儥,dik6
儦,biu1
儧,zaan2
儨,zat1
儩,ci3
優,jau1
優先,jau1 sin1
優劣,jau1 lyut3
優勢,jau1 sai3
優惠,jau1 wai6
優異,jau1 ji6
優秀,jau1 sau3
優美,jau1 mei5
優良,jau1 loeng4
優質,jau1 zat1
優越,jau1 jyut6
優越感,jau1 jyut6 gam2
優雅,jau1 ngaa5
優點,jau1 dim2
儫,hou4
儬,cing3
儭,can3
儮,lik6
儯,tang4
儰,wai5
儱,lung5
儲,cou5
儲備,cyu5 bei6
儲存,cyu5 cyun4
儲戶,cyu5 wu6
儲蓄,cyu5 cuk1
儲藏,cyu5 cong4
儳,caam3
儴,joeng4
儵,suk1
儶,wai6
儷,lai6
儸,lo4
儹,zaan2
儺,no4
儻,tong2
儼,jim5
儼然,jim5 jin4
儽,leoi4
儾,nong6
儿,jan4
兀,ngat6
允,jyun4
允許,wan5 heoi2
兂,zaam1
元,jyun4
元器件,jyun4 hei3 gin2
元宇宙,jyun4 jyu5 zau6
元宵,jyun4 siu1
元寶,jyun4 bou2
元帥,jyun4 seoi3
元旦,jyun4 daan3
元朝,jyun4 ciu4
元素,jyun4 sou3
元老,jyun4 lou5
元音,jyun4 jam1
元首,jyun4 sau2
兄,fong3
兄妹,hing1 mui2
兄弟,hing1 dai6
兄長,hing1 zoeng2
充,cung1
充值卡,cung1 zik6 kaat1
充其量,cung1 kei4 loeng6
充分,cung1 fan6
充分利用,cung1 fan6 lei6 jung6
充分考慮,cung1 fan6 haau2 leoi6
充實,cung1 sat6
充斥,cung1 cik1
充氣,cung1 hei3
充沛,cung1 pui3
充滿,cung1 mun5
充當,cung1 dong1
充血,cung1 hyut3
充裕,cung1 jyu6
充足,cung1 zuk1
充電,cung1 din6
兆,siu6
兇,hung1
兇手,hung1 sau2
兇狠,hung1 han2
兇猛,hung1 maang5
先,sin1
先例,sin1 lai6
先前,sin1 cin4
先天,sin1 tin1
先後,sin1 hau6
先後順序,sin1 hau6 seon6 zeoi6
先手,sin1 sau2
先河,sin1 ho4
先生,sin1 saang1
先知,sin1 zi1
先秦,sin1 ceon4
先行,sin1 hang4
先行者,sin1 hang4 ze2
先進,sin1 zeon3
先鋒,sin1 fung1
先驅,sin1 keoi1
光,gwong1
光亮,gwong1 loeng6
光圈,gwong1 hyun1
光學,gwong1 hok6
光年,gwong1 nin4
光彩,gwong1 coi2
光明,gwong1 ming4
光明正大,gwong1 ming4 zing3 daai6
光棍,gwong1 gwan3
光榮,gwong1 wing4
光標,gwong1 biu1
光源,gwong1 jyun4
光滑,gwong1 waat6
光澤,gwong1 zaak6
光環,gwong1 waan4
光盤,gwong1 pun2
光碟,gwong1 dip2
光線,gwong1 sin3
光纖,gwong1 cim1
光臨,gwong1 lam4
光芒,gwong1 mong4
光譜,gwong1 pou2
光輝,gwong1 fai1
光速,gwong1 cuk1
光陰,gwong1 jam1
光頭,gwong1 tau4
光顧,gwong1 gu3
光驅,gwong1 keoi1
光鮮,gwong1 sin1
兊,deoi3
克,haak1
克制,hak1 zai3
克服,hak1 fuk6
克羅地亞,hak1 lo4 dei6 aa3
克隆,hak1 lung4
兌,deoi3
兌換,deoi3 wun6
兌現,deoi3 jin6
免,man6
免不了,min5 bat1 liu5
免受,min5 sau6
免得,min5 dak1
免疫,min5 jik6
免疫力,min5 jik6 lik6
免疫系統,min5 jik6 hai6 tung2
免稅,min5 seoi3
免責,min5 zaak3
免費,min5 fai3
免除,min5 ceoi4
兎,tou3
兏,coeng4
児,ji4
兑,deoi3
兒,ji4
兒女,ji4 neoi5
兒媳,ji4 sik1
兒子,ji4 zi2
兒時,ji4 si4
兒歌,ji4 go1
兒科,ji4 fo1
兒童,ji4 tung4
兒童節,ji4 tung4 zit3
兓,zam1
兔,tou3
兔子,tou3 zi2
兕,ci5
兗,jin2
兘,ci2
兙,sap6 hak1
党,dong2
兛,cin1 hak1
兜,dau1
兝,fan1 hak1
兞,hou4 hak1
兟,san1
兠,dau1
兡,baak3 hak1
兢,ging1
兢兢業業,ging1 ging1 jip6 jip6
兣,lei4 hak1
兤,fong2
入,jap6
入世,jap6 sai3
入主,jap6 zyu2
入伍,jap6 ng5
入侵,jap6 cam1
入口,jap6 hau2
入味,jap6 mei6
入圍,jap6 wai4
入坑,jap6 haang1
入場,jap6 coeng4
入境,jap6 ging2
入學,jap6 hok6
入局,jap6 guk6
入市,jap6 si5
入手,jap6 sau2
入會,jap6 wui2
入獄,jap6 juk6
入睡,jap6 seoi6
入職,jap6 zik1
入股,jap6 gu2
入行,jap6 hong4
入選,jap6 syun2
入門,jap6 mun4
入院,jap6 jyun2
兦,mong4
內,naap6
內側,noi6 zak1
內分泌,noi6 fan1 bei3
內功,noi6 gung1
內向,noi6 hoeng3
內在,noi6 zoi6
內地,noi6 dei6
內外,noi6 ngoi6
內奸,noi6 gaan1
內容,noi6 jung4
內幕,noi6 mok6
內心,noi6 sam1
內戰,noi6 zin3
內政,noi6 zing3
內斂,noi6 lim5
內涵,noi6 haam4
內測,noi6 cak1
內燃機,noi6 jin4 gei1
內疚,noi6 gau3
內科,noi6 fo1
內線,noi6 sin3
內置,noi6 zi3
內膽,noi6 daam2
內臟,noi6 zong6
內蒙古,noi6 mung4 gu2
內行,noi6 hong4
內衣,noi6 ji1
內褲,noi6 fu3
內設,noi6 cit3
內部,noi6 bou6
內銷,noi6 siu1
內閣,noi6 gok3
內陸,noi6 luk6
內需,noi6 seoi1
內鬥,noi6 dau3
全,cyun4
全世界,cyun4 sai3 gaai3
全力,cyun4 lik6
全力以赴,cyun4 lik6 ji5 fu6
全名,cyun4 meng2
全員,cyun4 jyun4
全國,cyun4 gwok3
全城,cyun4 sing4
全場,cyun4 coeng4
全天候,cyun4 tin1 hau6
全家,cyun4 gaa1
全局,cyun4 guk6
全年,cyun4 nin4
全心全意,cyun4 sam1 cyun4 ji3
全文,cyun4 man4
全新,cyun4 san1
全方位,cyun4 fong1 wai2
全景,cyun4 ging2
全校,cyun4 haau6
全權,cyun4 kyun4
全民,cyun4 man4
全然,cyun4 jin4
全球,cyun4 kau4
全球化,cyun4 kau4 faa3
全盤,cyun4 pun4
全程,cyun4 cing4
全稱,cyun4 cing1
全線,cyun4 sin3
全職,cyun4 zik1
全能,cyun4 nang4
全裸,cyun4 lo2
全貌,cyun4 maau6
全身,cyun4 san1
全部,cyun4 bou6
全長,cyun4 coeng4
全面,cyun4 min6
全體,cyun4 tai2
兩,loeng2
兩下,loeng5 haa5
兩份,loeng5 fan2
兩個,loeng5 go3
兩地,loeng5 dei6
兩家,loeng5 gaa1
兩岸,loeng5 ngon6
兩旁,loeng5 pong4
兩碼事,loeng5 maa5 si6
兩難,loeng5 naan4
兪,jyu4
八,baat3
八卦,baat3 gwaa3
八大,baat3 daai6
八字,baat3 zi6
八強,baat3 koeng4
八月,baat3 jyut6
八角,baat3 gok3
公,gung1
公主,gung1 zyu2
公交車,gung1 gaau1 ce1
公仔,gung1 zai2
公佈,gung1 bou3
公信力,gung1 seon3 lik6
公僕,gung1 buk6
公元,gung1 jyun4
公元前,gung1 jyun4 cin4
公公,gung4 gung1
公共,gung1 gung6
公共汽車,gung1 gung6 hei3 ce1
公共衛生,gung1 gung6 wai6 sang1
公分,gung1 fan1
公務,gung1 mou6
公務員,gung1 mou6 jyun4
公募,gung1 mou6
公司,gung1 si1
公告,gung1 gou3
公園,gung1 jyun2
公報,gung1 bou3
公子,gung1 zi2
公孫,gung1 syun1
公安,gung1 on1
公寓,gung1 jyu6
公平,gung1 ping4
公廁,gung1 ci3
公式,gung1 sik1
公投,gung1 tau4
公文,gung1 man4
公斤,gung1 gan1
公映,gung1 jing2
公曆,gung1 lik6
公會,gung1 wui2
公款,gung1 fun2
公正,gung1 zing3
公民,gung1 man4
公測,gung1 caak1
公然,gung1 jin4
公爵,gung1 zoek3
公牛,gung1 ngau4
公理,gung1 lei5
公用,gung1 jung6
公益,gung1 jik1
公積金,gung1 zik1 gam1
公立,gung1 laap6
公約,gung1 joek3
公網,gung1 mong5
公認,gung1 jing6
公證,gung1 zing3
公證處,gung1 zing3 cyu3
公費,gung1 fai3
公路,gung1 lou6
公車,gung1 ce1
公道,gung1 dou6
公里,gung1 lei5
公開,gung1 hoi1
公關,gung1 gwaan1
公雞,gung1 gai1
公頃,gung1 king2
公館,gung1 gun2
六,liu1
六合彩,luk6 hap6 coi2
六月,luk6 jyut6
兮,hai4
兯,zit3
共,gung1
共享,gung6 hoeng2
